Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
New York,at WAS,3in4-B2B,,
Washington,NYK,B2B,,
Milwaukee,at MIA,B2B,,
Miami,MIL,3in4,,
Portland,at HOU,,at NOP,3in4-B2B
Houston,POR,3in4-B2B,,
Philadelphia,at MIN,3in4-B2B,,
Minnesota,PHI,,,
Chicago,at UTA,,,
Utah,CHI,,,
