Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Utah,at NYK,,,
New York,UTA,,,
Portland,at MEM,,,
Memphis,POR,,,
Sacramento,at TOR,3in4-B2B,,
Toronto,SAC,,,
Milwaukee,at DAL,3in4-B2B,,
Dallas,MIL,,,
Denver,at BOS,3in4-B2B,,
Boston,DEN,,,
Phoenix,at LAL,,,
L.A. Lakers,PHO,,,
