Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Oklahoma City,at WAS,,,
Washington,OKC,,,
Philadelphia,at CHA,,,
Charlotte,PHI,,,
Orlando,at MIA,,,
Miami,ORL,3in4,,
Memphis,at BKN,,,
Brooklyn,MEM,,,
San Antonio,at IND,3in4-B2B,,
Indiana,SAS,3in4,,
Detroit,at MIL,3in4-B2B,,
Milwaukee,DET,3in4,,
Boston,at DAL,,,
Dallas,BOS,,,
New Orleans,at PHO,3in4-B2B,,
Phoenix,NOP,3in4,,
Golden State,at DEN,3in4,,
Denver,GSW,3in4,,
L.A. Clippers,at UTA,,,
Utah,LAC,,,
Atlanta,at POR,,,
Portland,ATL,,,
