Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Chicago,at BOS,,at CHA,3in4-B2B
Boston,CHI,,,
New York,at BKN,B2B,,
Brooklyn,NYK,,,
Miami,at IND,B2B,,
Indiana,MIA,,,
Cleveland,at HOU,3in4-B2B,,
Houston,CLE,,,
Portland,at PHO,3in4-B2B,,
Phoenix,POR,3in4-B2B,,
Philadelphia,at LAL,3in4-B2B,,
L.A. Lakers,PHI,,at DEN,B2B
