Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Charlotte,at WAS,,,
Washington,CHA,,,
Indiana,at MIA,,at NOP,3in4-B2B
Miami,IND,,,
Toronto,at PHI,,,
Philadelphia,TOR,,,
L.A. Clippers,at ORL,,,
Orlando,LAC,B2B,,
L.A. Lakers,at BKN,3in4,,
Brooklyn,LAL,,,
Cleveland,at MEM,B2B,,
Memphis,CLE,B2B,,
Sacramento,at HOU,,,
Houston,SAC,,,
Detroit,at DAL,,,
Dallas,DET,,,
Oklahoma City,at UTA,3in4-B2B,,
Utah,OKC,,,
Boston,at SAS,,,
San Antonio,BOS,,at PHO,B2B
