Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
L.A. Lakers,at MIA,,at ORL,3in4-B2B
Miami,LAL,,at NOP,3in4-B2B
Orlando,at NYK,,LAL,3in4-B2B
New York,ORL,,,
Golden State,at BKN,,at DET,3in4-B2B
Brooklyn,GSW,,at CLE,3in4-B2B
Boston,at IND,,OKC,3in4-B2B
Indiana,BOS,3in4,,
San Antonio,at LAC,,at POR,3in4-B2B
L.A. Clippers,SAS,,DAL,3in4-B2B
