Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
New Orleans,at NYK,,,
New York,NOP,3in4,,
Oklahoma City,at CHI,,,
Chicago,OKC,,at WAS,3in4-B2B
Dallas,at MIN,,,
Minnesota,DAL,3in4,,
