Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Philadelphia,at ORL,3in4-B2B,,
Orlando,PHI,,,
Houston,at CHA,,,
Charlotte,HOU,,,
Cleveland,at OKC,3in4-B2B,,
Oklahoma City,CLE,,,
Utah,at DAL,3in4-B2B,,
Dallas,UTA,3in4,,
Boston,at POR,B2B,,
Portland,BOS,,,
