Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Brooklyn,at ORL,,,
Orlando,BKN,3in4,,
Detroit,at WAS,,IND,3in4-B2B
Washington,DET,,,
Charlotte,at BOS,,at ATL,3in4-B2B
Boston,CHA,,,
Atlanta,at TOR,,CHA,B2B
Toronto,ATL,,,
Milwaukee,at CHI,B2B,,
Chicago,MIL,3in4-B2B,,
L.A. Clippers,at MIA,,,
Miami,LAC,,,
New Orleans,at HOU,3in4-B2B,,
Houston,NOP,,at MIN,3in4-B2B
Sacramento,at MEM,,,
Memphis,SAC,3in4,,
L.A. Lakers,at PHI,,at CLE,3in4-B2B
Philadelphia,LAL,,,
Dallas,at UTA,,,
Utah,DAL,,,
