Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Dallas,at CHA,B2B,,
Charlotte,DAL,3in4,,
Milwaukee,at BKN,,,
Brooklyn,MIL,,,
L.A. Clippers,at CLE,,at NOP,3in4-B2B
Cleveland,LAC,,at CHI,3in4-B2B
Orlando,at MEM,,at PHI,3in4-B2B
Memphis,ORL,3in4-B2B,,
Miami,at UTA,3in4-B2B,,
Utah,MIA,3in4,,
Houston,at GSW,,at DEN,3in4-B2B
Golden State,HOU,,,
