Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Damian Lillard,POR,$8400,6,$8200,6,$41,6,$17250,5,$15100,6
Shabazz Napier,POR,$3500,25,$3000,28,$10,20,$5000,27,$6000,28
Kemba Walker,CHA,$7900,7,$7700,7,$38,7,$16250,7,$14300,7
Brian Roberts,CHA,$3500,25,$3000,28,$10,20,$5000,27,$6000,28
Kyle Lowry,TOR,$8800,5,$8500,5,$42,4,$17850,4,$15600,5
Cory Joseph,TOR,$3900,20,$3400,21,$10,20,$7400,23,$6600,23
Sergio Rodriguez,PHI,$4100,19,$4600,18,$15,17,$9350,18,$9100,18
Chasson Randle,PHI,$3500,25,$3000,28,$10,20,$5000,27,$6000,28
Mike Conley,MEM,$7800,8,$7500,9,$33,9,$15100,8,$13800,9
Andrew Harrison,MEM,$3500,25,$3700,20,$10,20,$7750,21,$7400,20
John Wall,WAS,$9100,4,$8600,4,$48,2,$19400,2,$15900,4
Trey Burke,WAS,$3500,25,$3000,28,$10,20,$5000,27,$6000,28
Ron Baker,NYK,$3700,21,$3400,21,$10,20,$5000,27,$6700,21
Derrick Rose,NYK,$6200,13,$6300,12,$24,13,$10600,16,$12600,12
Isaiah Thomas,BOS,$9700,2,$8700,3,$44,3,$16450,6,$16000,3
Terry Rozier,BOS,$3500,25,$3000,28,$10,20,$5500,25,$6000,28
Malcolm Brogdon,MIL,$5300,15,$5600,15,$18,16,$6450,24,$11200,15
Jason Terry,MIL,$3500,25,$3000,28,$10,20,$5000,27,$6000,28
Patrick Beverley,HOU,$5300,15,$5400,16,$19,14,$10950,15,$10600,16
Tyler Ennis,HOU,$3500,25,$3000,28,$10,20,$5000,27,$6000,28
Elfrid Payton,ORL,$6200,13,$6200,13,$19,14,$12600,12,$12200,13
D.J. Augustin,ORL,$3600,23,$3300,25,$10,20,$7450,22,$6400,25
Jrue Holiday,NOP,$6400,11,$7300,10,$30,10,$14050,10,$13700,10
Tim Frazier,NOP,$3500,25,$3400,21,$10,20,$11000,14,$6600,23
Dennis Schroder,ATL,$6500,10,$6000,14,$27,11,$13400,11,$11900,14
Malcolm Delaney,ATL,$3700,21,$3200,26,$10,20,$5000,27,$6300,26
Reggie Jackson,DET,$6300,12,$7000,11,$26,12,$11100,13,$13200,11
Ish Smith,DET,$3600,23,$3200,26,$10,20,$8050,20,$6300,26
Jeff Teague,IND,$7800,8,$7600,8,$35,8,$14150,9,$14000,8
Aaron Brooks,IND,$3500,25,$3000,28,$10,20,$5000,27,$6000,28
Darren Collison,SAC,$4500,17,$5300,17,$14,18,$10050,17,$10500,17
Ty Lawson,SAC,$4200,18,$4000,19,$11,19,$8350,19,$7800,19
Russell Westbrook,OKC,$12300,1,$12100,1,$62,1,$24750,1,$21700,1
Cameron Payne,OKC,$3500,25,$3000,28,$10,20,$5000,27,$6000,28
Stephen Curry,GSW,$9200,3,$9000,2,$42,4,$18900,3,$16500,2
Shaun Livingston,GSW,$3500,25,$3400,21,$10,20,$5350,26,$6700,21
