Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Darren Collison,SAC,$5800,11,$5500,11,$22,13,$11050,13,$10900,11
Ty Lawson,SAC,$4000,16,$3800,17,$15,16,$9850,14,$7400,17
John Wall,WAS,$9200,3,$8700,3,$46,3,$19300,2,$16000,3
Trey Burke,WAS,$3500,20,$3000,20,$10,17,$5000,22,$6000,20
Isaiah Thomas,BOS,$7800,5,$7600,6,$41,5,$13850,6,$13900,6
Terry Rozier,BOS,$3800,17,$3000,20,$10,17,$5000,22,$6000,20
Goran Dragic,MIA,$6400,9,$6000,9,$28,8,$12700,9,$11900,9
Tyler Johnson,MIA,$4800,14,$5100,14,$17,15,$8800,16,$10100,14
Jerryd Bayless,PHI,$3700,19,$4200,15,$18,14,$8100,17,$8300,15
T.J. McConnell,PHI,$3500,20,$3000,20,$10,17,$5000,22,$6000,20
Kyle Lowry,TOR,$8300,4,$8100,4,$38,6,$16500,5,$15000,4
Cory Joseph,TOR,$3800,17,$3400,18,$10,17,$6600,18,$6700,18
Russell Westbrook,OKC,$12200,1,$12500,1,$56,1,$24600,1,$22400,1
Semaj Christon,OKC,$3500,20,$3000,20,$10,17,$5000,22,$6000,20
Derrick Rose,NYK,$6100,10,$6000,9,$25,9,$12300,11,$11900,9
Brandon Jennings,NYK,$4200,15,$4000,16,$10,17,$8950,15,$7800,16
Kemba Walker,CHA,$7800,5,$7900,5,$42,4,$16750,4,$14700,5
Brian Roberts,CHA,$3500,20,$3000,20,$10,17,$5000,22,$6000,20
Mike Conley,MEM,$7400,7,$6500,8,$29,7,$13700,8,$12300,7
Wade Baldwin,MEM,$3500,20,$3000,20,$10,17,$5050,21,$6000,20
George Hill,UTA,$6500,8,$6600,7,$24,11,$13850,6,$12300,7
Raulzinho Neto,UTA,$3500,20,$3000,20,$10,17,$5000,22,$6000,20
Ricky Rubio,MIN,$5700,12,$5300,13,$25,9,$11950,12,$10500,13
Tyus Jones,MIN,$3500,20,$3000,20,$10,17,$5000,22,$6000,20
Dennis Schroder,ATL,$5300,13,$5500,11,$23,12,$12500,10,$10900,11
Malcolm Delaney,ATL,$3500,20,$3000,20,$10,17,$5550,19,$6000,20
Stephen Curry,GSW,$9400,2,$9300,2,$48,2,$19000,3,$17200,2
Shaun Livingston,GSW,$3500,20,$3400,18,$10,17,$5350,20,$6700,18
