Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Michael Carter-Williams,CHI,$4800,15,$4800,16,$14,18,$6800,22,$9400,16
Rajon Rondo,CHI,$4000,20,$4700,17,$17,15,$12200,12,$9200,17
John Wall,WAS,$9500,1,$9900,1,$49,1,$20150,1,$18200,1
Trey Burke,WAS,$3500,25,$3000,28,$10,23,$5000,26,$6000,29
Marcus Smart,BOS,$5200,14,$5800,12,$18,13,$9850,16,$11600,12
Isaiah Thomas,BOS,$8900,2,$9100,2,$42,2,$15100,6,$16800,2
Kyle Lowry,TOR,$8800,4,$8200,5,$40,4,$15900,5,$15100,5
Cory Joseph,TOR,$3800,22,$3500,24,$10,23,$6550,23,$7000,24
Dennis Schroder,ATL,$6900,9,$6700,11,$27,9,$14400,9,$12600,11
Malcolm Delaney,ATL,$3500,25,$3000,28,$10,23,$5200,25,$6000,29
Isaiah Whitehead,BKN,$3500,25,$3600,22,$10,23,$5000,26,$7000,24
Spencer Dinwiddie,BKN,$3900,21,$3500,24,$10,23,$5000,26,$7000,24
Kemba Walker,CHA,$8300,6,$8000,6,$38,6,$16000,4,$14700,6
Brian Roberts,CHA,$3500,25,$3000,28,$10,23,$5000,26,$6000,29
Patrick Beverley,HOU,$5900,13,$5600,13,$18,13,$10900,13,$11200,13
Tyler Ennis,HOU,$3500,25,$3000,28,$10,23,$5000,26,$7400,21
Malcolm Brogdon,MIL,$4800,15,$5400,15,$16,16,$5850,24,$10600,15
Jason Terry,MIL,$3500,25,$3000,28,$10,23,$5000,26,$6000,29
Tony Parker,SAS,$4700,17,$4700,17,$13,19,$8000,20,$9200,17
Patty Mills,SAS,$3700,23,$3600,22,$11,21,$7850,21,$7100,23
Kyrie Irving,CLE,$8100,7,$7700,7,$37,7,$15100,6,$14300,7
Kay Felder,CLE,$3500,25,$3000,28,$10,23,$5000,26,$6000,29
Shelvin Mack,UTA,$3500,25,$3800,21,$13,19,$8350,19,$7400,21
Damian Lillard,POR,$8900,2,$9000,3,$41,3,$19850,2,$16500,3
Shabazz Napier,POR,$3500,25,$3000,28,$10,23,$5000,26,$6000,29
D'Angelo Russell,LAL,$6700,11,$6900,10,$24,10,$13100,10,$12900,10
Jose Calderon,LAL,$3500,25,$3000,28,$10,23,$5000,26,$6000,29
Goran Dragic,MIA,$6900,9,$7100,9,$32,8,$14750,8,$13400,9
Tyler Johnson,MIA,$6100,12,$5500,14,$21,12,$10800,14,$10900,14
Stephen Curry,GSW,$8800,4,$8700,4,$40,4,$16650,3,$16000,4
Shaun Livingston,GSW,$3500,25,$3500,24,$10,23,$5000,26,$7000,24
Reggie Jackson,DET,$7100,8,$7200,8,$23,11,$12450,11,$13600,8
Ish Smith,DET,$3600,24,$3200,27,$10,23,$8900,17,$6300,28
Darren Collison,SAC,$4500,18,$4700,17,$16,16,$10200,15,$9200,17
Ty Lawson,SAC,$4400,19,$4500,20,$11,21,$8500,18,$8800,20
