Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Stephen Curry,GSW,$9000,1,$8700,1,$44,1,$18400,2,,
Shaun Livingston,GSW,$3500,13,$3400,12,$10,8,$5200,12,,
Elfrid Payton,ORL,$6200,5,$6100,4,$23,4,$12450,5,,
D.J. Augustin,ORL,$3600,10,$4000,8,$10,8,$7400,9,,
Jordan Clarkson,LAL,$4400,7,$4800,6,$12,7,$10150,7,$9500,4
Jose Calderon,LAL,$3600,10,$3000,14,$10,8,$5000,13,$6000,9
Deron Williams,DAL,$6300,4,$5900,5,$21,5,$12950,4,$11600,3
Devin Harris,DAL,$3500,13,$3000,14,$10,8,$5000,13,$6000,9
Eric Bledsoe,PHO,$8300,3,$8400,3,$35,3,$14700,3,$15600,1
Tyler Ulis,PHO,$3500,13,$3000,14,$10,8,$5000,13,$6000,9
Kyle Lowry,TOR,$8600,2,$8500,2,$44,1,$19050,1,$15600,1
Cory Joseph,TOR,$4100,9,$3500,10,$10,8,$7950,8,$7000,7
Emmanuel Mudiay,DEN,$4900,6,$4700,7,$16,6,$10450,6,$9200,5
Jamal Murray,DEN,$3600,10,$3100,13,$10,8,$6800,10,$6000,9
Kris Dunn,MIN,$4400,7,$3800,9,$10,8,$6250,11,$7400,6
Tyus Jones,MIN,$3500,13,$3500,10,$10,8,$5000,13,$6900,8
