Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Jeff Teague,IND,$6100,8,$6000,11,$26,8,$11050,10,$11900,11
Aaron Brooks,IND,$3500,18,$3000,20,$10,15,$5000,18,$6000,20
Kemba Walker,CHA,$7800,5,$7400,5,$39,5,$15100,5,$14000,5
Brian Roberts,CHA,$3500,18,$3000,20,$10,15,$5000,18,$6000,20
George Hill,UTA,$6000,9,$6500,8,$23,12,$11800,9,$12300,7
Raulzinho Neto,UTA,$3500,18,$3000,20,$10,15,$5000,18,$6000,20
Sergio Rodriguez,PHI,$5200,13,$5300,13,$19,13,$9550,12,$10500,13
T.J. McConnell,PHI,$4100,15,$3200,18,$10,15,$5000,18,$6300,19
Tyler Ennis,HOU,$3500,18,$3000,20,$10,15,$5000,18,$7900,15
Bobby Brown,HOU,$3500,18,$3000,20,$10,15,$5000,18,$6000,20
John Wall,WAS,$9200,2,$8800,2,$46,3,$18650,3,$16300,2
Trey Burke,WAS,$3500,18,$3000,20,$10,15,$5000,18,$6000,20
Goran Dragic,MIA,$7100,6,$7000,6,$30,7,$15000,6,$13300,6
Tyler Johnson,MIA,$4900,14,$4700,14,$15,14,$8900,13,$10300,14
Russell Westbrook,OKC,$11700,1,$12200,1,$55,1,$21050,1,$21800,1
Semaj Christon,OKC,$3500,18,$3000,20,$10,15,$5000,18,$6000,20
Elfrid Payton,ORL,$5800,10,$6100,9,$25,10,$12200,7,$12000,9
D.J. Augustin,ORL,$3500,18,$3500,16,$10,15,$7850,15,$7000,17
Rajon Rondo,CHI,$6200,7,$6100,9,$31,6,$11850,8,$12000,9
Isaiah Canaan,CHI,$3500,18,$3100,19,$10,15,$5000,18,$6000,20
Ish Smith,DET,$5700,11,$5500,12,$24,11,$8850,14,$10900,12
Beno Udrih,DET,$3600,17,$3000,20,$10,15,$5000,18,$6000,20
Chris Paul,LAC,$9100,3,$8500,4,$45,4,$17450,4,$15600,4
Raymond Felton,LAC,$3500,18,$3600,15,$10,15,$5000,18,$7100,16
Tim Frazier,NOP,$5400,12,$6600,7,$26,8,$11050,10,$12300,7
Langston Galloway,NOP,$3700,16,$3000,20,$10,15,$6400,16,$6000,20
Stephen Curry,GSW,$8700,4,$8700,3,$51,2,$19650,2,$16000,3
Shaun Livingston,GSW,$3500,18,$3500,16,$10,15,$5900,17,$7000,17
