Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Jeff Teague,IND,$8100,3,$8200,2,$35,2,$13900,4,,
Aaron Brooks,IND,$3500,17,$3000,20,$10,17,$5000,20,,
Emmanuel Mudiay,DEN,$4400,13,$4400,13,$16,11,$9600,13,,
Jameer Nelson,DEN,$3600,16,$3000,20,$10,17,$7250,16,,
Jrue Holiday,NOP,$6800,5,$7000,4,$30,4,$15100,3,$13300,2
Tim Frazier,NOP,$3500,17,$3400,16,$12,14,$11850,9,$6600,14
Isaiah Whitehead,BKN,$3500,17,$3300,17,$10,17,$5050,19,$6400,15
Spencer Dinwiddie,BKN,$4000,15,$3500,15,$10,17,$5000,20,$7000,13
Michael Carter-Williams,CHI,$4800,11,$4900,10,$14,12,$6800,17,$9800,9
Rajon Rondo,CHI,$4400,13,$5000,9,$17,9,$12000,7,$9900,8
Derrick Rose,NYK,$6100,7,$6100,7,$24,7,$11850,9,$12000,6
Brandon Jennings,NYK,$5600,9,$4800,11,$11,15,$9900,12,$9400,10
D'Angelo Russell,LAL,$6400,6,$6200,6,$26,5,$12050,6,$12200,5
Jose Calderon,LAL,$3500,17,$3000,20,$10,17,$5000,20,$6000,17
Tony Parker,SAS,$4800,11,$4700,12,$13,13,$9150,14,$9200,11
Patty Mills,SAS,$3500,17,$3200,18,$11,15,$8800,15,$6300,16
Deron Williams,DAL,$5900,8,$5600,8,$21,8,$12900,5,$11200,7
J.J. Barea,DAL,$4900,10,$3800,14,$17,9,$11350,11,$7400,12
Eric Bledsoe,PHO,$8200,2,$7100,3,$33,3,$15400,2,$13300,2
Tyler Ulis,PHO,$3500,17,$3000,20,$10,17,$5000,20,$6000,17
Reggie Jackson,DET,$7000,4,$6900,5,$26,5,$11900,8,$12900,4
Beno Udrih,DET,$3500,17,$3000,20,$10,17,$5000,20,$6000,17
Stephen Curry,GSW,$9000,1,$8800,1,$40,1,$18400,1,$16300,1
Shaun Livingston,GSW,$3500,17,$3100,19,$10,17,$5150,18,$6000,17
