Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Jerian Grant,CHI,$3600,29,$3000,32,$10,24,$5750,31,$6000,31
Rajon Rondo,CHI,$5000,20,$4900,19,$13,21,$11300,13,$9700,20
Elfrid Payton,ORL,$6000,12,$6100,12,$18,16,$11850,11,$12000,12
D.J. Augustin,ORL,$3500,32,$3000,32,$10,24,$7150,28,$6000,31
Kemba Walker,CHA,$8300,5,$8000,5,$41,5,$15500,5,$14700,5
Brian Roberts,CHA,$3500,32,$3000,32,$10,24,$5000,33,$6000,31
Goran Dragic,MIA,$7400,7,$7200,6,$33,6,$13750,7,$13600,6
Tyler Johnson,MIA,$5800,13,$5600,13,$19,13,$10400,17,$11100,13
Jeremy Lin,BKN,$5200,18,$4500,22,$17,18,$11000,14,$8800,22
Spencer Dinwiddie,BKN,$4000,27,$3400,28,$10,24,$6400,29,$6700,28
Dennis Schroder,ATL,$6900,9,$6700,8,$27,10,$13650,8,$12600,9
Jose Calderon,ATL,$3500,32,$3000,32,$10,24,$5000,33,$6000,31
Dante Exum,UTA,$3500,32,$3300,29,$10,24,$6350,30,$6400,29
Raulzinho Neto,UTA,$3500,32,$3000,32,$10,24,$5000,33,$6000,31
Patrick Beverley,HOU,$5600,15,$5000,17,$19,13,$10550,16,$9800,17
Bobby Brown,HOU,$3500,32,$3000,32,$10,24,$5000,33,$6000,31
Derrick Rose,NYK,$6400,11,$6400,11,$24,11,$11650,12,$12700,7
Chasson Randle,NYK,$3600,29,$3000,32,$10,24,$5000,33,$6000,31
Malcolm Brogdon,MIL,$5000,20,$5500,14,$17,18,$8950,23,$10800,14
Matthew Dellavedova,MIL,$4100,26,$3900,24,$10,24,$8000,26,$7700,24
Reggie Jackson,DET,$5200,18,$5100,16,$18,16,$10950,15,$10100,16
Beno Udrih,DET,$3500,32,$3000,32,$10,24,$5000,33,$6000,31
Jeff Teague,IND,$7200,8,$6700,8,$30,8,$13400,10,$12600,9
Aaron Brooks,IND,$3500,32,$3000,32,$10,24,$5000,33,$6000,31
Cory Joseph,TOR,$5000,20,$5300,15,$14,20,$10300,18,$10500,15
Delon Wright,TOR,$3600,29,$3000,32,$10,24,$5000,33,$6000,31
Jrue Holiday,NOP,$7600,6,$6800,7,$32,7,$13900,6,$12700,7
Chris Paul,LAC,$9000,4,$8500,4,$46,4,$17800,3,$15700,4
Raymond Felton,LAC,$3900,28,$3500,26,$10,24,$7250,27,$6900,27
Ricky Rubio,MIN,$6900,9,$6500,10,$28,9,$13600,9,$12300,11
Tyus Jones,MIN,$3500,32,$3000,32,$10,24,$5000,33,$6000,31
Darren Collison,SAC,$5300,16,$5000,17,$19,13,$9950,20,$9800,17
Ty Lawson,SAC,$5700,14,$4900,19,$13,21,$8950,23,$9800,17
Tony Parker,SAS,$4400,24,$4100,23,$11,23,$8650,25,$8000,23
Dejounte Murray,SAS,$3500,32,$3500,26,$10,24,$5000,33,$7000,26
John Wall,WAS,$10200,2,$10700,1,$51,2,$20100,1,$19200,1
Brandon Jennings,WAS,$4200,25,$3100,31,$10,24,$9500,22,$6000,31
Jameer Nelson,DEN,$5300,16,$4900,19,$20,12,$10100,19,$9700,20
Emmanuel Mudiay,DEN,$4500,23,$3700,25,$10,24,$9600,21,$7400,25
Isaiah Thomas,BOS,$9400,3,$8800,3,$48,3,$17350,4,$16300,3
Terry Rozier,BOS,$3500,32,$3000,32,$10,24,$5400,32,$6000,31
Stephen Curry,GSW,$10400,1,$10100,2,$52,1,$17950,2,$18000,2
Shaun Livingston,GSW,$3500,32,$3200,30,$10,24,$5000,33,$6300,30
