Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Malcolm Brogdon,MIL,$5600,14,$5100,15,$17,17,$8550,19,$10100,15
Matthew Dellavedova,MIL,$3500,24,$3400,22,$10,20,$7550,22,$6700,22
Kemba Walker,CHA,$7800,4,$8000,4,$41,4,$16550,4,$14700,4
Brian Roberts,CHA,$3500,24,$3000,24,$10,20,$5000,25,$6000,25
Ricky Rubio,MIN,$7700,5,$7400,7,$35,5,$14000,9,$14000,6
Tyus Jones,MIN,$3500,24,$3000,24,$10,20,$5000,25,$6000,25
Jeff Teague,IND,$7300,7,$7100,8,$28,8,$14150,8,$13300,8
Aaron Brooks,IND,$3500,24,$3000,24,$10,20,$5000,25,$6000,25
Tyler Ulis,PHO,$6000,11,$6900,9,$22,10,$5700,23,$13000,10
Ronnie Price,PHO,$3500,24,$3000,24,$10,20,$5000,25,$6000,25
Dennis Schroder,ATL,$7200,8,$7800,5,$27,9,$14350,6,$14400,5
Jose Calderon,ATL,$3500,24,$3000,24,$10,20,$5000,25,$6000,25
Goran Dragic,MIA,$7500,6,$7500,6,$35,5,$14250,7,$13800,7
Tyler Johnson,MIA,$6100,10,$5800,13,$19,12,$10700,13,$11500,13
Ish Smith,DET,$4500,19,$5000,16,$13,19,$8550,19,$9900,16
Reggie Jackson,DET,$4600,18,$4800,19,$18,15,$9950,16,$9500,19
T.J. McConnell,PHI,$5500,15,$5500,14,$18,15,$10400,14,$10900,14
Sergio Rodriguez,PHI,$4500,19,$3500,20,$10,20,$8500,21,$6900,21
Jeremy Lin,BKN,$5800,13,$5900,12,$19,12,$11800,10,$11600,12
Archie Goodwin,BKN,$3600,23,$3000,24,$10,20,$5000,25,$6000,25
Stephen Curry,GSW,$9900,2,$9400,3,$51,1,$19750,2,$17300,3
Shaun Livingston,GSW,$3500,24,$3200,23,$10,20,$5150,24,$6300,24
Patrick Beverley,HOU,$5000,16,$4900,17,$19,12,$11250,12,$9800,17
Bobby Brown,HOU,$3500,24,$3000,24,$10,20,$5000,25,$6000,25
Jameer Nelson,DEN,$5000,16,$4900,17,$14,18,$10100,15,$9800,17
Emmanuel Mudiay,DEN,$3700,22,$3000,24,$10,20,$9400,18,$6400,23
Damian Lillard,POR,$9400,3,$10300,2,$46,3,$19050,3,$17600,2
Shabazz Napier,POR,$3500,24,$3000,24,$10,20,$5000,25,$6000,25
John Wall,WAS,$10200,1,$10700,1,$50,2,$21250,1,$17800,1
Brandon Jennings,WAS,$4500,19,$3500,20,$10,20,$9900,17,$7800,20
D'Angelo Russell,LAL,$6500,9,$6900,9,$29,7,$14750,5,$13300,8
Jordan Clarkson,LAL,$5900,12,$6300,11,$20,11,$11450,11,$12600,11
