Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Kyle Lowry,TOR,$8000,3,$7600,3,$38,3,,,$14000,3
Cory Joseph,TOR,$3500,13,$3500,11,$10,11,,,$7000,11
Kyrie Irving,CLE,$7400,4,$7400,4,$35,4,,,$14000,3
Kay Felder,CLE,$3500,13,$3000,12,$10,11,,,$6000,12
Dennis Schroder,ATL,$6100,6,$6300,5,$25,8,,,$12600,5
Malcolm Delaney,ATL,$3600,11,$3000,12,$10,11,,,$6000,12
Tyler Johnson,MIA,$4900,9,$5400,9,$19,9,,,$10600,9
Kemba Walker,CHA,$8300,2,$7900,2,$39,2,,,$14700,2
Brian Roberts,CHA,$3500,13,$3000,12,$10,11,,,$6000,12
Ricky Rubio,MIN,$6300,5,$5700,7,$31,5,,,$11300,7
Kris Dunn,MIN,$3700,10,$3700,10,$15,10,,,$7300,10
Rajon Rondo,CHI,$5500,8,$5700,7,$27,6,,,$11200,8
Isaiah Canaan,CHI,$3500,13,$3000,12,$10,11,,,$6000,12
Damian Lillard,POR,$9500,1,$9300,1,$49,1,,,$17200,1
Shabazz Napier,POR,$3600,11,$3000,12,$10,11,,,$6000,12
Yogi Ferrell,BKN,$3500,13,$3000,12,$10,11,,,$6000,12
D'Angelo Russell,LAL,$5800,7,$6200,6,$26,7,,,$12300,6
Jose Calderon,LAL,$3500,13,$3000,12,$10,11,,,$6000,12
