Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Rajon Rondo,CHI,$5400,12,$5700,11,$18,10,$10650,11,$11200,11
Michael Carter-Williams,CHI,$3600,21,$3800,20,$10,20,$6200,22,$7400,20
Cory Joseph,TOR,$5000,13,$5000,14,$14,15,$10400,13,$9800,14
Delon Wright,TOR,$3800,20,$3000,27,$10,20,$5000,25,$6000,27
Tyler Ulis,PHO,$6400,8,$7300,6,$15,13,$5150,24,$13700,6
Ronnie Price,PHO,$3500,22,$3000,27,$10,20,$5000,25,$6000,27
Goran Dragic,MIA,$8200,4,$8100,4,$33,6,$15900,4,$15000,4
Tyler Johnson,MIA,$5700,11,$5600,13,$15,13,$11900,9,$11100,13
Reggie Jackson,DET,$5000,13,$5700,11,$20,9,$11750,10,$11200,11
Ish Smith,DET,$4300,19,$4200,18,$11,18,$10050,14,$8300,18
Spencer Dinwiddie,BKN,$3500,22,$3800,20,$10,20,$6600,21,$7400,20
Archie Goodwin,BKN,$3500,22,$3300,26,$10,20,$5000,25,$6400,26
Mike Conley,MEM,$8200,4,$7600,5,$36,4,$15500,5,$14000,5
Andrew Harrison,MEM,$3500,22,$3500,23,$10,20,$5450,23,$7000,23
Jrue Holiday,NOP,$7300,7,$6600,8,$30,7,$14750,6,$12300,9
Stephen Curry,GSW,$9900,1,$9200,1,$53,1,$19200,1,$16900,1
Shaun Livingston,GSW,$3500,22,$3400,24,$10,20,$5000,25,$6600,25
Yogi Ferrell,DAL,$4500,17,$4400,17,$14,15,$9950,15,$8700,17
J.J. Barea,DAL,$4900,16,$4100,19,$11,18,$8750,17,$8100,19
Patty Mills,SAS,$4400,18,$4700,16,$14,15,$8250,18,$9200,16
Ricky Rubio,MIN,$7500,6,$7300,6,$35,5,$13450,8,$13700,6
Tyus Jones,MIN,$3500,22,$3000,27,$10,20,$5000,25,$6000,27
Malcolm Brogdon,MIL,$5000,13,$5000,14,$17,12,$9150,16,$9800,14
Matthew Dellavedova,MIL,$3500,22,$3700,22,$10,20,$8100,19,$7400,20
Damian Lillard,POR,$9000,2,$8800,2,$42,3,$17700,3,$16300,2
Shabazz Napier,POR,$3500,22,$3000,27,$10,20,$5000,25,$6000,27
Chris Paul,LAC,$9000,2,$8400,3,$44,2,$18450,2,$15600,3
Raymond Felton,LAC,$3500,22,$3400,24,$10,20,$7500,20,$6700,24
D'Angelo Russell,LAL,$6400,8,$6100,10,$29,8,$13800,7,$12000,10
Jordan Clarkson,LAL,$5800,10,$6400,9,$18,10,$10650,11,$12700,8
