Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Eric Bledsoe,PHO,$8000,3,$7700,3,$33,3,$15650,3,$14300,3
Tyler Ulis,PHO,$3500,15,$3000,15,$10,12,$5000,16,$6000,15
Kyrie Irving,CLE,$8400,2,$8600,2,$39,2,$17550,2,$15900,2
Kay Felder,CLE,$3500,15,$3000,15,$10,12,$5250,15,$6000,15
Deron Williams,DAL,$6400,6,$5800,7,$21,6,$10700,7,$11600,7
Devin Harris,DAL,$3500,15,$3000,15,$10,12,$5000,16,$6000,15
Goran Dragic,MIA,$6900,4,$6900,4,$30,4,$14300,4,$13000,4
Tyler Johnson,MIA,$6100,8,$5500,8,$21,6,$10550,8,$9800,9
John Wall,WAS,$10200,1,$9600,1,$48,1,$19800,1,$17700,1
Trey Burke,WAS,$3500,15,$3000,15,$10,12,$5000,16,$6000,15
Ron Baker,NYK,$3700,13,$3600,13,$10,12,$5000,16,$7000,13
Derrick Rose,NYK,$6200,7,$6400,6,$24,5,$11850,6,$12600,5
Emmanuel Mudiay,DEN,$5000,11,$4700,12,$16,9,$9400,9,$9200,12
Jamal Murray,DEN,$3500,15,$3000,15,$10,12,$5900,14,$6000,15
Tony Parker,SAS,$4700,12,$5000,10,$13,11,$8650,10,$9800,9
Patty Mills,SAS,$3600,14,$3200,14,$10,12,$8300,11,$6300,14
Ricky Rubio,MIN,$6700,5,$6600,5,$20,8,$12050,5,$12300,6
Tyus Jones,MIN,$3500,15,$3000,15,$10,12,$5000,16,$6000,15
Austin Rivers,LAC,$5600,9,$5200,9,$14,10,$7900,12,$10200,8
Raymond Felton,LAC,$5500,10,$4800,11,$10,12,$5950,13,$9500,11
