Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Goran Dragic,MIA,$7300,7,$7000,7,$36,5,$14050,8,$13300,7
Tyler Johnson,MIA,$5600,10,$5400,10,$21,10,$10100,12,$10700,10
Kemba Walker,CHA,$7600,6,$7800,3,$36,5,$14150,7,$14400,3
Brian Roberts,CHA,$3500,18,$3000,18,$10,15,$5000,18,$6000,18
Isaiah Thomas,BOS,$8400,3,$7700,4,$37,4,$15900,3,$14300,4
Marcus Smart,BOS,$4900,13,$4500,14,$16,13,$10450,11,$8800,14
Kyrie Irving,CLE,$8300,4,$7600,5,$39,2,$14700,4,$13900,5
Russell Westbrook,OKC,$12500,1,$12700,1,$62,1,$24450,1,$22700,1
Semaj Christon,OKC,$3500,18,$3000,18,$10,15,$5000,18,$6000,18
Mike Conley,MEM,$6800,8,$6400,8,$27,8,$14600,5,$12700,8
Andrew Harrison,MEM,$3900,16,$4800,12,$10,15,$7800,15,$9500,12
Kyle Lowry,TOR,$8700,2,$8500,2,$38,3,$18900,2,$15700,2
Cory Joseph,TOR,$4100,14,$3400,16,$10,15,$7800,15,$6700,16
Eric Bledsoe,PHO,$8000,5,$7500,6,$33,7,$14500,6,$13800,6
Tyler Ulis,PHO,$3500,18,$3000,18,$10,15,$5000,18,$6000,18
Sergio Rodriguez,PHI,$5000,12,$4800,12,$17,12,$9650,13,$9500,12
T.J. McConnell,PHI,$3800,17,$3300,17,$10,15,$5700,17,$6400,17
Shelvin Mack,UTA,$4000,15,$4400,15,$13,14,$8350,14,$8700,15
Raulzinho Neto,UTA,$3500,18,$3000,18,$10,15,$5000,18,$6000,18
Deron Williams,DAL,$6400,9,$5900,9,$21,10,$12850,9,$11600,9
Devin Harris,DAL,$3500,18,$3000,18,$10,15,$5000,18,$6000,18
D'Angelo Russell,LAL,$5500,11,$5300,11,$22,9,$12200,10,$10500,11
Jose Calderon,LAL,$3500,18,$3000,18,$10,15,$5000,18,$6000,18
