Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Elfrid Payton,ORL,$5400,10,$5600,10,$25,7,$11200,9,$11200,10
D.J. Augustin,ORL,$3600,22,$3500,21,$10,19,$7350,17,$7000,22
Jeff Teague,IND,$6200,6,$6400,6,$28,5,$11600,7,$12700,4
Aaron Brooks,IND,$3500,24,$3000,23,$10,19,$5000,20,$6000,23
J.J. Barea,DAL,$5800,8,$6800,4,$18,12,$9250,13,$12700,4
Derrick Rose,NYK,$6000,7,$5800,9,$25,7,$11800,6,$11500,9
Brandon Jennings,NYK,$4100,18,$3700,19,$12,17,$8400,14,$7300,20
Russell Westbrook,OKC,$11600,1,$10800,1,$55,1,$23050,1,$19200,1
Semaj Christon,OKC,$3500,24,$3000,23,$10,19,$5000,20,$6000,23
Ish Smith,DET,$5300,11,$5100,14,$22,10,$9350,12,$10100,14
Beno Udrih,DET,$3500,24,$3000,23,$10,19,$5000,20,$6000,23
Marcus Smart,BOS,$5100,12,$5400,11,$17,13,$11300,8,$10600,11
Isaiah Thomas,BOS,$8100,3,$7800,3,$43,3,$15950,3,$14300,3
Tim Frazier,NOP,$5500,9,$6100,8,$26,6,$10250,10,$12000,8
Archie Goodwin,NOP,$3700,20,$3000,23,$10,19,$5000,20,$6000,23
Sergio Rodriguez,PHI,$5100,12,$5300,12,$19,11,$10100,11,$10500,12
T.J. McConnell,PHI,$3700,20,$3000,23,$10,19,$5000,20,$6000,23
Tyler Ennis,HOU,$3500,24,$3000,23,$10,19,$5000,20,$7900,16
Bobby Brown,HOU,$3500,24,$3000,23,$10,19,$5000,20,$6000,23
Tyler Johnson,MIA,$4900,14,$5200,13,$17,13,$8300,16,$10300,13
Tony Parker,SAS,$4300,16,$3800,17,$14,15,$7200,18,$7400,18
Patty Mills,SAS,$4200,17,$4500,15,$14,15,$7150,19,$8800,15
Mike Conley,MEM,$7000,4,$6200,7,$29,4,$13200,4,$12300,7
Andrew Harrison,MEM,$3600,22,$3100,22,$10,19,$5000,20,$6000,23
George Hill,UTA,$6300,5,$6700,5,$23,9,$11850,5,$12600,6
Shelvin Mack,UTA,$3900,19,$3800,17,$11,18,$8350,15,$7400,18
Yogi Ferrell,BKN,$3500,24,$3000,23,$10,19,$5000,20,$6000,23
Isaiah Whitehead,BKN,$4500,15,$4000,16,$10,19,$5000,20,$7800,17
Chris Paul,LAC,$9200,2,$8700,2,$47,2,$18750,2,$16000,2
Raymond Felton,LAC,$3500,24,$3600,20,$10,19,$5000,20,$7100,21
