Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Kyle Lowry,TOR,$8500,2,$8100,2,$42,1,$18200,2,$15000,2
Cory Joseph,TOR,$3500,10,$3200,10,$10,7,$6250,9,$6300,10
Jerian Grant,CHI,$3600,9,$3600,9,$10,7,$5400,11,$7000,9
Rajon Rondo,CHI,$4800,6,$4700,6,$11,6,$9750,8,$9200,6
Kyrie Irving,CLE,$9000,1,$8400,1,$39,2,$18300,1,$15600,1
Kay Felder,CLE,$3500,10,$3000,12,$10,7,$5000,12,$6000,11
Ricky Rubio,MIN,$6800,3,$6900,4,$24,4,$13500,4,$13000,4
Kris Dunn,MIN,$3500,10,$3100,11,$10,7,$6250,9,$6000,11
Darren Collison,SAC,$5700,5,$7100,3,$17,5,$11300,5,$13300,3
Ty Lawson,SAC,$4600,7,$4200,7,$10,7,$10050,7,$8400,7
D'Angelo Russell,LAL,$5900,4,$5600,5,$26,3,$14200,3,$11100,5
Jordan Clarkson,LAL,$4500,8,$3700,8,$10,7,$10750,6,$7400,8
