Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Kyrie Irving,CLE,$7400,4,$7600,3,$37,3,$17000,3,,
Kay Felder,CLE,$3500,18,$3000,22,$10,17,$5400,20,,
Jerryd Bayless,PHI,$3700,17,$4200,15,$18,12,$8650,15,,
T.J. McConnell,PHI,$3500,18,$3000,22,$10,17,$5000,21,,
Jameer Nelson,DEN,$4000,14,$4400,12,$10,17,$7550,16,,
Emmanuel Mudiay,DEN,$5700,10,$5900,7,$24,8,$12850,7,,
Eric Bledsoe,PHO,$7800,3,$7100,4,$31,5,$15450,4,,
Tyler Ulis,PHO,$3500,18,$3000,22,$10,17,$5000,21,,
Darren Collison,SAC,$6000,7,$5300,11,$22,11,$11300,10,$10500,8
Garrett Temple,SAC,$3500,18,$3000,22,$10,17,$5650,19,$6000,17
Isaiah Whitehead,BKN,$3900,16,$3200,21,$10,17,$5000,21,$6300,16
Yogi Ferrell,BKN,$3500,18,$3000,22,$10,17,$5000,21,$6000,17
Matthew Dellavedova,MIL,$4000,14,$4100,16,$17,14,$8950,14,$8000,11
Jason Terry,MIL,$3500,18,$3000,22,$10,17,$5000,21,$6000,17
Elfrid Payton,ORL,$5800,9,$5400,10,$23,10,$11350,9,$10600,7
D.J. Augustin,ORL,$3500,18,$3300,20,$10,17,$7200,17,$6400,15
Chris Paul,LAC,$9100,2,$8600,2,$45,1,$17150,2,$15900,2
Raymond Felton,LAC,$3500,18,$3600,17,$10,17,$5000,21,$7100,12
Jeff Teague,IND,$7100,6,$6900,5,$32,4,$11800,8,$13000,3
Aaron Brooks,IND,$3500,18,$3000,22,$10,17,$5000,21,$6000,17
Tim Frazier,NOP,$5300,11,$5600,8,$24,8,$10900,12,$11200,5
Jrue Holiday,NOP,$7400,4,$6400,6,$26,6,$14600,5,$12600,4
Deron Williams,DAL,$6000,7,$4400,12,$18,12,$11100,11,$8700,9
Jonathan Gibson,DAL,$3500,18,$3500,18,$12,16,$5000,21,$7000,13
Patrick Beverley,HOU,$4600,13,$4400,12,$16,15,$10450,13,$8700,9
Tyler Ennis,HOU,$3500,18,$3000,22,$10,17,$5000,21,$6000,17
Damian Lillard,POR,$9500,1,$8900,1,$45,1,$18150,1,$16400,1
Tim Quarterman,POR,$3500,18,$3000,22,$10,17,$5000,21,$6000,17
Dennis Schroder,ATL,$5300,11,$5500,9,$25,7,$13500,6,$10900,6
Malcolm Delaney,ATL,$3500,18,$3000,22,$10,17,$6050,18,$6000,17
Jose Calderon,LAL,$3500,18,$3400,19,$10,17,$5000,21,$6600,14
Marcelo Huertas,LAL,$3500,18,$3000,22,$10,17,$5000,21,$6000,17
