Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Kentavious Caldwell-Pope,DET,$5000,8,$4900,8,$21,6,$9350,9,$9800,8
Darrun Hilliard,DET,$3500,18,$3000,17,$10,15,$5000,19,$6000,17
Nicolas Batum,CHA,$6900,3,$6600,3,$29,3,$12900,3,$12300,3
Jeremy Lamb,CHA,$4000,12,$4600,10,$11,14,$5500,17,$9100,10
J.J. Redick,LAC,$4300,9,$4800,9,$17,8,$9650,8,$9400,9
Alan Anderson,LAC,$3500,18,$3000,17,$10,15,$5000,19,$6000,17
Sean Kilpatrick,BKN,$5300,6,$5300,7,$16,10,$8300,12,$10500,7
Randy Foye,BKN,$3500,18,$3000,17,$10,15,$5000,19,$6000,17
J.R. Smith,CLE,$3800,14,$4000,13,$17,8,$9700,7,$7800,13
DeAndre Liggins,CLE,$3500,18,$3000,17,$10,15,$5000,19,$6000,17
Giannis Antetokounmpo,MIL,$10000,2,$9200,2,$51,2,$18050,2,$17000,2
Rashad Vaughn,MIL,$3600,17,$3000,17,$10,15,$6400,16,$6000,17
Jordan Clarkson,LAL,$5200,7,$6200,4,$21,6,$12100,5,$12300,3
Nick Young,LAL,$4000,12,$4600,10,$14,12,$7450,13,$9100,10
E'Twaun Moore,NOP,$4200,10,$3900,14,$15,11,$8950,11,$7700,14
Langston Galloway,NOP,$3700,15,$3300,15,$10,15,$7450,13,$6400,15
Evan Fournier,ORL,$5800,4,$5700,5,$22,5,$10200,6,$11200,5
Mario Hezonja,ORL,$3500,18,$3000,17,$10,15,$5200,18,$6000,17
Danny Green,SAS,$4100,11,$4200,12,$13,13,$9250,10,$8400,12
Manu Ginobili,SAS,$3700,15,$3200,16,$10,15,$6600,15,$6300,16
James Harden,HOU,$11500,1,$11300,1,$56,1,$23350,1,$20200,1
K.J. McDaniels,HOU,$3500,18,$3000,17,$10,15,$5000,19,$6000,17
Rodney Hood,UTA,$5500,5,$5600,6,$24,4,$12850,4,$11100,6
