Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
C.J. McCollum,POR,$8100,3,$7100,4,$37,3,$13400,5,,
Allen Crabbe,POR,$3900,16,$3700,16,$11,15,$7100,16,,
Gerald Green,BOS,$3500,22,$3000,26,$10,16,$5000,28,,
Bradley Beal,WAS,$6600,6,$6600,6,$30,5,$12050,6,,
Marcus Thornton,WAS,$3500,22,$3000,26,$10,16,$5000,28,,
Reggie Bullock,DET,$3700,18,$3500,19,$10,16,$5000,28,,
Darrun Hilliard,DET,$3500,22,$3000,26,$10,16,$5000,28,,
Randy Foye,BKN,$3500,22,$3000,26,$10,16,$5000,28,$6000,21
Sean Kilpatrick,BKN,$3900,16,$4100,14,$19,8,$9050,12,$8000,12
Nicolas Batum,CHA,$7400,4,$7600,3,$33,4,$15500,3,$14000,3
Marco Belinelli,CHA,$4000,14,$3700,16,$10,16,$7900,14,$7400,14
Nik Stauskas,PHI,$3500,22,$3500,19,$10,16,$5600,25,$7000,16
Gerald Henderson,PHI,$3500,22,$3300,22,$10,16,$7100,16,$6400,18
Gary Neal,ATL,,,$3000,26,$10,16,$5000,28,$6000,21
Tim Hardaway Jr.,ATL,$4600,11,$4900,11,$13,13,$7100,16,$9700,9
Giannis Antetokounmpo,MIL,$11100,2,$10400,2,$52,2,$20450,2,$18600,2
Rashad Vaughn,MIL,$3500,22,$3000,26,$10,16,$6400,21,$6000,21
Dion Waiters,MIA,$5200,9,$5400,9,$14,11,$10400,9,$10600,7
Wayne Ellington,MIA,$3500,22,$3100,25,$10,16,$6050,23,$6000,21
Devin Booker,PHO,$6500,7,$6700,5,$27,6,$11400,7,$12600,4
Leandro Barbosa,PHO,$3500,22,$3000,26,$10,16,$5150,27,$6000,21
Justin Holiday,NYK,$3700,18,$3300,22,$10,16,$6250,22,$6400,18
Sasha Vujacic,NYK,$3500,22,$3000,26,$10,16,$5000,28,$6000,21
James Harden,HOU,$12200,1,$11400,1,$62,1,$24700,1,$20500,1
K.J. McDaniels,HOU,$3500,22,$3000,26,$10,16,$5000,28,$6000,21
Tony Allen,MEM,$4600,11,$4400,12,$14,11,$10400,9,$8700,10
Troy Daniels,MEM,$3500,22,$3000,26,$10,16,$6650,20,$6000,21
Danny Green,SAS,$3600,21,$3500,19,$10,16,$7200,15,$7000,16
Dejounte Murray,SAS,$3700,18,$3700,16,$10,16,$5000,28,$7300,15
Iman Shumpert,CLE,$4000,14,$3900,15,$10,16,$6000,24,$7700,13
DeAndre Liggins,CLE,$3500,22,$3000,26,$10,16,$5000,28,$6000,21
Monta Ellis,IND,$3500,22,$3300,22,$13,13,$7950,13,$6400,18
Alec Burks,UTA,$3500,22,$3000,26,$10,16,$5000,28,$6000,21
J.J. Redick,LAC,$4700,10,$5200,10,$17,9,$9450,11,$10200,8
Alan Anderson,LAC,$3500,22,$3000,26,$10,16,$5000,28,$6000,21
Will Barton,DEN,$5700,8,$6500,7,$17,9,$10900,8,$12400,6
Malik Beasley,DEN,$3500,22,$3000,26,$10,16,$5000,28,$6000,21
Garrett Temple,SAC,$4100,13,$4200,13,$10,16,$6850,19,$8300,11
Arron Afflalo,SAC,$3500,22,$3000,26,$10,16,$5450,26,$6000,21
Dwyane Wade,CHI,$6900,5,$6300,8,$27,6,$13650,4,$12500,5
Denzel Valentine,CHI,$3500,22,$3000,26,$10,16,$5000,28,$6000,21
