Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
J.R. Smith,CLE,$4,400,16,$4,100,15,$17,13,$9,150,12,$8,100,15
Iman Shumpert,CLE,$3,800,20,$3,300,20,$11,17,$6,850,19,$6,400,20
DeMar DeRozan,TOR,$7,800,2,$7,200,2,$37,3,$12,750,4,$13,600,2
Norman Powell,TOR,$3,500,22,$3,200,22,$10,18,$7,650,18,$6,300,22
Evan Fournier,ORL,$5,800,8,$6,200,7,$20,10,$11,300,8,$12,300,5
C.J. Wilcox,ORL,$3,500,22,$3,000,24,$10,18,$5,000,22,$6,000,23
Kentavious Caldwell-Pope,DET,$5,000,12,$4,400,12,$21,9,$8,900,14,$8,700,12
Darrun Hilliard,DET,$3,500,22,$3,000,24,$10,18,$5,000,22,$6,000,23
Monta Ellis,IND,$6,100,5,$5,300,9,$25,7,$11,250,9,$10,500,9
Joseph Young,IND,$3,500,22,$3,000,24,$10,18,$5,000,22,$6,000,23
Sean Kilpatrick,BKN,$3,900,19,$3,600,18,$10,18,$6,150,21,$7,000,18
Joe Harris,BKN,$4,100,18,$3,400,19,$10,18,$5,000,22,$6,600,19
Devin Booker,PHO,$6,100,5,$6,400,5,$31,5,$11,600,7,$12,600,3
Leandro Barbosa,PHO,$3,500,22,$3,000,24,$10,18,$5,000,22,$6,000,23
Victor Oladipo,OKC,$7,000,3,$6,600,3,$36,4,$16,350,2,$12,300,5
Alex Abrines,OKC,$3,700,21,$3,000,24,$10,18,$5,000,22,$6,000,23
Nicolas Batum,CHA,$6,200,4,$6,400,5,$27,6,$13,750,3,$12,600,3
Marco Belinelli,CHA,$3,500,22,$3,100,23,$10,18,$6,400,20,$6,000,23
Dion Waiters,MIA,$4,500,14,$4,100,15,$16,14,$7,950,17,$8,100,15
Rodney McGruder,MIA,$3,500,22,$3,000,24,$10,18,$5,000,22,$6,000,23
Eric Gordon,HOU,$5,200,10,$5,200,10,$20,10,$9,850,11,$10,200,10
James Harden,HOU,$11,300,1,$11,300,1,$54,1,$24,550,1,$20,100,1
Wesley Matthews,DAL,$5,100,11,$4,800,11,$19,12,$11,150,10,$9,400,11
Nicolas Brussino,DAL,$3,500,22,$3,000,24,$10,18,$5,000,22,$6,000,23
Nick Young,LAL,$3,500,22,$3,300,20,$10,18,$5,000,22,$6,400,20
Louis Williams,LAL,$4,600,13,$4,300,13,$16,14,$8,050,15,$8,400,13
Rodney Hood,UTA,$5,700,9,$6,200,7,$22,8,$12,500,6,$12,300,5
Klay Thompson,GSW,$6,100,5,$6,500,4,$39,2,$12,550,5,$12,300,5
Patrick McCaw,GSW,$3,500,22,$3,000,24,$10,18,$5,000,22,$6,000,23
E'Twaun Moore,NOP,$4,500,14,$4,300,13,$15,16,$8,000,16,$8,400,13
Buddy Hield,NOP,$4,300,17,$3,800,17,$10,18,$9,100,13,$7,400,17
