Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Tony Allen,MEM,$4600,7,$4800,7,$14,8,$9800,8,,
Troy Daniels,MEM,$3700,14,$3100,15,$10,13,$7100,11,,
Ben McLemore,SAC,$3500,15,$3000,16,$10,13,$5000,15,,
Garrett Temple,SAC,$4200,10,$3700,11,$11,10,$6550,13,,
DeAndre Liggins,CLE,$3500,15,$3000,16,$10,13,$5000,15,$6000,13
Iman Shumpert,CLE,$4100,11,$3700,11,$10,13,$7000,12,$7300,10
Nicolas Batum,CHA,$8000,3,$8000,3,$33,3,$13600,3,$14700,3
Jeremy Lamb,CHA,$3800,13,$4000,10,$11,10,$5800,14,$7800,9
Giannis Antetokounmpo,MIL,$10500,2,$9800,2,$52,2,$21950,2,$18200,2
Dwyane Wade,CHI,$6900,4,$6400,4,$28,4,$12550,4,$12700,4
Denzel Valentine,CHI,$3500,15,$3000,16,$10,13,$5000,15,$6000,13
Devin Booker,PHO,$6000,5,$6000,5,$27,5,$10600,7,$11900,5
Leandro Barbosa,PHO,$3500,15,$3000,16,$10,13,$5000,15,$6000,13
Rodney Hood,UTA,$4300,8,$4700,9,$20,7,$11200,6,$9200,8
Alan Anderson,LAC,$3500,15,$3000,16,$10,13,$5000,15,$6000,13
Jamal Crawford,LAC,$4300,8,$4800,7,$14,8,$7450,10,$9400,7
Anthony Morrow,OKC,$3500,15,$3000,16,$10,13,$5000,15,$6000,13
Alex Abrines,OKC,$3500,15,$3200,14,$10,13,$5000,15,$6300,12
Courtney Lee,NYK,$4000,12,$3700,11,$11,10,$9450,9,$7300,10
Sasha Vujacic,NYK,$3500,15,$3000,16,$10,13,$5000,15,$6000,13
James Harden,HOU,$11300,1,$11900,1,$60,1,$24850,1,$21300,1
Eric Gordon,HOU,$5700,6,$5800,6,$22,6,$11250,5,$11600,6
