Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Klay Thompson,GSW,$6200,4,$6300,5,$29,2,$12800,3,,
Ian Clark,GSW,$3500,12,$3000,13,$10,10,$5000,11,,
C.J. Watson,ORL,$4000,9,$3300,11,$10,10,$5000,11,,
C.J. Wilcox,ORL,$3500,12,$3000,13,$10,10,$5000,11,,
Nick Young,LAL,$4000,9,$4400,8,$12,8,$7400,9,$8700,7
Louis Williams,LAL,$5100,7,$5600,6,$19,5,$11800,5,$11200,5
Seth Curry,DAL,$4000,9,$4300,9,$11,9,$9300,8,$8400,8
Wesley Matthews,DAL,$5400,6,$5000,7,$18,7,$11950,4,$9800,6
Devin Booker,PHO,$6500,3,$6900,2,$27,3,$11000,7,$13000,2
Leandro Barbosa,PHO,$3500,12,$3000,13,$10,10,$5000,11,$6000,11
DeMar DeRozan,TOR,$9000,1,$8300,1,$42,1,$17050,1,$15300,1
Norman Powell,TOR,$3500,12,$3200,12,$10,10,$6250,10,$6300,10
Will Barton,DEN,$5700,5,$6500,3,$19,5,$11200,6,$12300,4
Malik Beasley,DEN,$3500,12,$3000,13,$10,10,$5000,11,$6000,11
Zach LaVine,MIN,$6600,2,$6400,4,$25,4,$13000,2,$12600,3
Brandon Rush,MIN,$4100,8,$3400,10,$10,10,$5000,11,$6700,9
