Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Giannis Antetokounmpo,MIL,$10600,2,,,$51,2,$21200,2,$18300,2
Rashad Vaughn,MIL,$3500,27,,,$10,22,$6400,28,$6000,31
Bradley Beal,WAS,$6900,6,,,$30,6,$13550,5,$12500,8
Marcus Thornton,WAS,$3500,27,,,$10,22,$5600,31,$6000,31
Tony Allen,MEM,$4400,17,,,$14,18,$9250,17,$9200,16
Troy Daniels,MEM,$3500,27,,,$10,22,$6500,27,$6300,28
Evan Fournier,ORL,$5900,10,,,$24,10,$11950,9,$11900,10
Mario Hezonja,ORL,$3500,27,,,$10,22,$5000,33,$6000,31
Nicolas Batum,CHA,$7500,4,,,$31,5,$15250,3,$14300,4
Jeremy Lamb,CHA,$3500,27,,,$10,22,$6550,26,$6400,26
Sean Kilpatrick,BKN,$4600,16,,,$19,12,$9350,15,$9100,17
Randy Foye,BKN,$3500,27,,,$10,22,$5000,33,$6000,31
DeAndre Liggins,CLE,$3500,27,,,$10,22,$5000,33,$6300,28
James Jones,CLE,$3500,27,,,$10,22,$5000,33,$6000,31
Kentavious Caldwell-Pope,DET,$5500,13,,,$19,12,$9650,13,$10500,13
Darrun Hilliard,DET,$3500,27,,,$10,22,$5000,33,$6000,31
Devin Booker,PHO,$6200,9,,,$25,9,$11700,10,$12600,6
Leandro Barbosa,PHO,$3500,27,,,$10,22,$5250,32,$6000,31
James Harden,HOU,$11600,1,,,$59,1,$25000,1,$21400,1
K.J. McDaniels,HOU,$3500,27,,,$10,22,$5000,33,$6000,31
Kyle Korver,ATL,$3800,23,,,$11,19,$7350,23,$8400,20
Zach LaVine,MIN,$6800,7,,,$27,7,$12250,8,$12300,9
Brandon Rush,MIN,$3500,27,,,$10,22,$5000,33,$6000,31
Joseph Young,IND,$3700,24,,,$10,22,$5000,33,$6000,31
Dwyane Wade,CHI,$6700,8,,,$26,8,$12750,7,$12600,6
Denzel Valentine,CHI,$3500,27,,,$10,22,$5000,33,$6000,31
Wesley Matthews,DAL,$5600,12,,,$22,11,$11050,11,$10900,11
Seth Curry,DAL,$4200,18,,,$11,19,$8700,18,$7800,21
Buddy Hield,NOP,$3500,27,,,$10,22,$7400,22,$6300,28
Tyreke Evans,NOP,$5700,11,,,$19,12,$8200,19,$8700,19
DeMar DeRozan,TOR,$8300,3,,,$38,3,$14800,4,$14700,3
Norman Powell,TOR,$3600,25,,,$10,22,$5750,30,$7700,22
C.J. McCollum,POR,$7100,5,,,$32,4,$13300,6,$12700,5
Allen Crabbe,POR,$4000,22,,,$10,22,$7000,24,$7100,24
Gerald Henderson,PHI,$3500,27,,,$10,22,$7750,20,$6700,25
Nik Stauskas,PHI,$3600,25,,,$10,22,$6250,29,$6400,26
Ben McLemore,SAC,$3500,27,,,$10,22,$5000,33,$6000,31
Garrett Temple,SAC,$4200,18,,,$11,19,$6750,25,$7700,22
Gary Harris,DEN,$4700,15,,,$19,12,$9600,14,$10100,15
Will Barton,DEN,$5400,14,,,$19,12,$10850,12,$10900,11
J.J. Redick,LAC,$4200,18,,,$15,17,$9300,16,$10200,14
Jamal Crawford,LAC,$4100,21,,,$10,22,$7750,20,$8800,18
