Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Evan Fournier,ORL,$5700,3,$5700,3,$24,5,$11350,5,$11300,3
C.J. Wilcox,ORL,$3500,20,$3000,19,$10,13,$5000,18,$6000,19
Monta Ellis,IND,$5600,4,$5500,5,$23,6,$10500,6,$10800,5
Joseph Young,IND,$3500,20,$3000,19,$10,13,$5000,18,$6000,19
Wesley Matthews,DAL,$4700,7,$5100,7,$19,8,$9350,7,$10100,7
Nicolas Brussino,DAL,$3500,20,$3000,19,$10,13,$5000,18,$6000,19
Courtney Lee,NYK,$3700,17,$3700,14,$10,13,$7950,13,$7300,14
Sasha Vujacic,NYK,$3500,20,$3000,19,$10,13,$5000,18,$6000,19
Victor Oladipo,OKC,$5400,5,$5400,6,$28,3,$13300,2,$10600,6
Alex Abrines,OKC,$3500,20,$3000,19,$10,13,$5000,18,$6000,19
Kentavious Caldwell-Pope,DET,$4700,7,$5000,8,$21,7,$9100,8,$9900,8
Reggie Bullock,DET,$3500,20,$3000,19,$10,13,$5000,18,$6000,19
Avery Bradley,BOS,$7000,2,$7000,2,$29,2,$12550,3,$13300,2
Gerald Green,BOS,$3500,20,$3000,19,$10,13,$5000,18,$6000,19
E'Twaun Moore,NOP,$4500,9,$4400,9,$15,11,$7500,14,$8700,10
Buddy Hield,NOP,$4000,13,$3700,14,$10,13,$8400,12,$7300,14
Gerald Henderson,PHI,$3900,15,$3500,16,$10,13,$8500,11,$7000,16
Nik Stauskas,PHI,$3600,18,$3000,19,$10,13,$5000,18,$6000,19
James Harden,HOU,$11700,1,$12000,1,$55,1,$25000,1,$21500,1
K.J. McDaniels,HOU,$3500,20,$3000,19,$10,13,$5000,18,$6000,19
Dion Waiters,MIA,$4300,10,$4200,11,$16,10,$6900,16,$8400,11
Josh Richardson,MIA,$3800,16,$4400,9,$10,13,$7150,15,$8800,9
Danny Green,SAS,$4300,10,$4100,12,$11,12,$8700,10,$8100,12
Manu Ginobili,SAS,$3500,20,$3300,17,$10,13,$6500,17,$6400,17
Troy Daniels,MEM,$3500,20,$3000,19,$10,13,$5000,18,$6000,19
Rodney Hood,UTA,$5300,6,$5600,4,$26,4,$11500,4,$11200,4
Randy Foye,BKN,$4000,13,$3000,19,$10,13,$5000,18,$6000,19
Joe Harris,BKN,$3600,18,$3200,18,$10,13,$5000,18,$6300,18
J.J. Redick,LAC,$4100,12,$4000,13,$17,9,$9100,8,$7800,13
Alan Anderson,LAC,$3500,20,$3000,19,$10,13,$5000,18,$6000,19
