Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Kyle Korver,ATL,$3700,19,$4000,13,$11,16,$7050,18,$7800,13
Tim Hardaway Jr.,ATL,$3700,19,$3600,19,$10,18,$5250,21,$7000,20
Bradley Beal,WAS,$5300,7,$5300,8,$26,7,$11000,8,$10500,8
Marcus Thornton,WAS,$3500,24,$3000,24,$10,18,$5000,22,$6000,22
Dion Waiters,MIA,$4700,11,$4800,11,$16,12,$8000,15,$9500,11
Rodney McGruder,MIA,$3500,24,$3000,24,$10,18,$5000,22,$6000,22
DeMar DeRozan,TOR,$8500,1,$8000,1,$39,1,$14050,2,$14700,1
Norman Powell,TOR,$3500,24,$3000,24,$10,18,$6900,19,$6000,22
Nicolas Batum,CHA,$6400,4,$6600,3,$27,6,$14750,1,$12300,5
Aaron Harrison,CHA,$3500,24,$3000,24,$10,18,$5000,22,$6000,22
Randy Foye,BKN,$4500,12,$3000,24,$10,18,$5000,22,$6000,22
Joe Harris,BKN,$3700,19,$3100,22,$10,18,$5000,22,$6000,22
J.J. Redick,LAC,$4200,13,$4000,13,$19,10,$8800,12,$7800,13
Alan Anderson,LAC,$3500,24,$3000,24,$10,18,$5000,22,$6000,22
Tony Allen,MEM,$4000,16,$3600,19,$12,15,$7600,17,$7100,19
Troy Daniels,MEM,$3500,24,$3000,24,$10,18,$5000,22,$6000,22
Devin Booker,PHO,$5600,6,$5900,6,$29,5,$11600,7,$11600,6
Leandro Barbosa,PHO,$3500,24,$3000,24,$10,18,$5000,22,$6000,22
E'Twaun Moore,NOP,$4200,13,$3900,15,$15,13,$8700,13,$7700,15
Buddy Hield,NOP,$4000,16,$3600,19,$10,18,$9500,10,$7000,20
Courtney Lee,NYK,$3700,19,$3900,15,$10,18,$8600,14,$7700,15
Sasha Vujacic,NYK,$3500,24,$3000,24,$10,18,$5000,22,$6000,22
Dwyane Wade,CHI,$6700,3,$6400,4,$34,3,$11700,6,$12600,3
R.J. Hunter,CHI,$3500,24,$3000,24,$10,18,$5000,22,$6000,22
C.J. McCollum,POR,$7100,2,$6900,2,$32,4,$13450,3,$12900,2
Allen Crabbe,POR,$4100,15,$4100,12,$14,14,$7900,16,$8100,12
Wesley Matthews,DAL,$5000,9,$5000,10,$19,10,$9200,11,$9800,10
Nicolas Brussino,DAL,$3500,24,$3000,24,$10,18,$5000,22,$6000,22
Manu Ginobili,SAS,$3500,24,$3700,18,$11,16,$5900,20,$7300,18
Bryn Forbes,SAS,$3500,24,$3000,24,$10,18,$5000,22,$6000,22
Rodney Hood,UTA,$5000,9,$5500,7,$24,8,$9850,9,$10900,7
Klay Thompson,GSW,$5900,5,$6300,5,$37,2,$13450,3,$12600,3
Ian Clark,GSW,$3800,18,$3100,22,$10,18,$5000,22,$6000,22
Nick Young,LAL,$3600,23,$3800,17,$10,18,$5000,22,$7400,17
Jordan Clarkson,LAL,$5100,8,$5100,9,$21,9,$12200,5,$10200,9
