Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Tim Hardaway Jr.,ATL,$4700,12,$5000,12,$13,13,$6400,20,,
Courtney Lee,NYK,$3900,16,$3700,16,$11,16,$8100,14,,
Sasha Vujacic,NYK,$3500,24,$3000,26,$10,19,$5000,24,,
C.J. McCollum,POR,$8600,2,$7800,2,$39,2,$15100,3,,
Allen Crabbe,POR,$4200,14,$4300,14,$11,16,$8000,15,,
Bradley Beal,WAS,$6900,4,$6900,4,$28,5,$13000,5,,
Marcus Thornton,WAS,$3500,24,$3000,26,$10,19,$5000,24,,
Nik Stauskas,PHI,$3500,24,$3600,18,$10,19,$6150,22,,
Timothe Luwawu-Cabarrot,PHI,$3600,19,$3000,26,$10,19,$5000,24,,
Giannis Antetokounmpo,MIL,$10300,1,$10500,1,$52,1,$22200,1,,
Rashad Vaughn,MIL,$3500,24,$3000,26,$10,19,$6400,20,,
Buddy Hield,NOP,$3800,17,$3700,16,$12,15,$7550,17,,
E'Twaun Moore,NOP,$3600,19,$3100,24,$10,19,$7100,18,,
Joseph Young,IND,$3500,24,$3000,26,$10,19,$5000,24,,
Monta Ellis,IND,$3600,19,$3600,18,$13,13,$8800,13,,
Evan Fournier,ORL,$5200,9,$5300,10,$22,9,$12300,6,,
Jodie Meeks,ORL,$3800,17,$4000,15,$10,19,$5550,23,,
Gary Harris,DEN,$4800,10,$4700,13,$19,10,$9900,11,,
Will Barton,DEN,$4800,10,$5200,11,$17,11,$11050,9,,
Nicolas Batum,CHA,$7400,3,$7300,3,$33,3,$15450,2,$13700,1
Marco Belinelli,CHA,$4000,15,$3600,18,$11,16,$7850,16,$7000,7
Avery Bradley,BOS,$6700,5,$6000,6,$26,6,$13500,4,$11900,3
Gerald Green,BOS,$3500,24,$3200,22,$10,19,$5000,24,$6300,9
Iman Shumpert,CLE,$3600,19,$3500,21,$10,19,$6950,19,$6900,8
DeAndre Liggins,CLE,$3500,24,$3000,26,$10,19,$5000,24,$6000,11
Klay Thompson,GSW,$6500,6,$6500,5,$29,4,$11800,7,$12400,2
Ian Clark,GSW,$3600,19,$3100,24,$10,19,$5000,24,$6000,11
Alec Burks,UTA,$3500,24,$3200,22,$10,19,$5000,24,$6300,9
Devin Booker,PHO,$6500,6,$6000,6,$25,8,$10800,10,$11900,3
Leandro Barbosa,PHO,$3500,24,$3000,26,$10,19,$5000,24,$6000,11
Victor Oladipo,OKC,$5700,8,$5600,8,$26,6,$11150,8,$11200,5
Alex Abrines,OKC,$3500,24,$3000,26,$10,19,$5000,24,$6000,11
J.J. Redick,LAC,$4700,12,$5600,8,$15,12,$8950,12,$11200,5
Alan Anderson,LAC,$3500,24,$3000,26,$10,19,$5000,24,$6000,11
