Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Monta Ellis,IND,$5300,8,$5100,7,$23,8,$10650,7,$10100,7
Joseph Young,IND,$3500,19,$3000,21,$10,16,$5000,20,$6000,21
Gerald Henderson,PHI,$4000,12,$3500,17,$10,16,$7150,16,$7000,17
Nik Stauskas,PHI,$3500,19,$3000,21,$10,16,$5000,20,$6000,21
Rodney Hood,UTA,$5400,7,$5800,5,$26,5,$11800,6,$11500,5
Evan Fournier,ORL,$5500,5,$5000,8,$26,5,$10550,8,$9900,8
C.J. Wilcox,ORL,$3500,19,$3000,21,$10,16,$5000,20,$6000,21
J.R. Smith,CLE,$4200,11,$4200,10,$17,10,$9350,9,$8300,11
Iman Shumpert,CLE,$3900,13,$3300,20,$10,16,$7300,15,$6400,20
Tomas Satoransky,WAS,$3500,19,$3800,14,$11,14,$5000,20,$7400,14
Marcus Thornton,WAS,$3800,16,$4200,10,$10,16,$5000,20,$8400,10
DeMar DeRozan,TOR,$9000,1,$8200,1,$41,1,$15150,1,$15100,1
Norman Powell,TOR,$3500,19,$3000,21,$10,16,$6600,17,$6000,21
Nicolas Batum,CHA,$6200,4,$6100,4,$29,4,$13150,3,$12000,4
Courtney Lee,NYK,$3900,13,$3800,14,$10,16,$8900,10,$7400,14
Sasha Vujacic,NYK,$3500,19,$3000,21,$10,16,$5000,20,$6000,21
Avery Bradley,BOS,$6900,3,$7000,2,$26,5,$12400,5,$13300,2
Gerald Green,BOS,$3500,19,$3000,21,$10,16,$5000,20,$6000,21
J.J. Redick,LAC,$3900,13,$3800,14,$17,10,$8600,12,$7400,14
Alan Anderson,LAC,$3500,19,$3000,21,$10,16,$5000,20,$6000,21
Victor Oladipo,OKC,$5500,5,$5400,6,$30,3,$12950,4,$10600,6
Alex Abrines,OKC,$3500,19,$3000,21,$10,16,$5000,20,$6000,21
Kentavious Caldwell-Pope,DET,$4700,9,$5000,8,$21,9,$8050,14,$9900,8
Reggie Bullock,DET,$3500,19,$3000,21,$10,16,$5000,20,$6000,21
Danny Green,SAS,$4500,10,$4000,12,$13,12,$8900,10,$7800,12
Manu Ginobili,SAS,$3500,19,$3500,17,$11,14,$6050,19,$6900,18
Arron Afflalo,SAC,$3700,17,$3400,19,$10,16,$6150,18,$6600,19
Ben McLemore,SAC,$3500,19,$3000,21,$10,16,$5000,20,$6000,21
C.J. McCollum,POR,$7100,2,$6900,3,$32,2,$14700,2,$12900,3
Allen Crabbe,POR,$3600,18,$3900,13,$12,13,$8150,13,$7700,13
