Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Dwyane Wade,CHI,$7600,2,$6700,3,$33,2,$11700,5,,
Denzel Valentine,CHI,$3600,14,$3000,16,$10,9,$6050,17,,
Avery Bradley,BOS,$5500,7,$5400,6,$22,6,$12500,3,,
Gerald Green,BOS,$3500,17,$3000,16,$10,9,$5000,19,,
Courtney Lee,NYK,$5100,8,$4700,8,$11,8,$9800,8,$9200,6
Sasha Vujacic,NYK,$3500,17,$3000,16,$10,9,$5000,19,$6000,14
Randy Foye,BKN,$3500,17,$3000,16,$10,9,$5000,19,$6000,14
Caris LeVert,BKN,$3700,13,$3600,13,$10,9,$6500,16,$7000,11
Dion Waiters,MIA,$6800,4,$6500,5,$24,5,$10000,7,$12300,3
Wayne Ellington,MIA,$3900,11,$3700,11,$10,9,$7150,14,$7300,9
Monta Ellis,IND,$4500,9,$3700,11,$10,9,$8150,9,$7300,9
Rodney Stuckey,IND,$3500,17,$3000,16,$10,9,$5400,18,$6000,14
Iman Shumpert,CLE,$3500,17,$3300,15,$10,9,$7050,15,$6400,13
DeAndre Liggins,CLE,$3500,17,$3000,16,$10,9,$5000,19,$6000,14
James Harden,HOU,$11700,1,$11800,1,$62,1,$24500,1,$21100,1
Louis Williams,HOU,$5600,6,$5100,7,$21,7,$11250,6,$10100,5
C.J. McCollum,POR,$7200,3,$7600,2,$33,2,$15300,2,$14000,2
Allen Crabbe,POR,$3800,12,$3900,10,$10,9,$7700,12,$7700,8
Devin Booker,PHO,$6200,5,$6600,4,$26,4,$11800,4,$12300,3
Brandon Knight,PHO,$3600,14,$3000,16,$10,9,$8150,9,$6000,14
Gerald Henderson,PHI,$3600,14,$3500,14,$10,9,$8050,11,$6900,12
Timothe Luwawu-Cabarrot,PHI,$3500,17,$3000,16,$10,9,$5000,19,$6000,14
Nick Young,LAL,$4200,10,$4000,9,$10,9,$7650,13,$7800,7
David Nwaba,LAL,,,$3000,16,$10,9,,,$6000,14
