Date;GID;Pos;Name;Starter;DK Pts;DK Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20151027;4173;PG;Curry, Stephen;1;63.5;$9,500;gsw;H;nor;111;95;35.62;40pt 6rb 7as 2st 2to 5trey 14-26fg 7-7ft
20151027;3574;PG;Williams, Maurice;1;39.5;$4,900;cle;A;chi;95;97;37.15;19pt 4rb 7as 1st 1bl 1to 3trey 7-15fg 2-3ft
20151027;4315;PG;Smith, Ishmael;;38.5;$3,000;nor;A;gsw;95;111;38.02;17pt 2rb 9as 3st 2to 1trey 7-13fg 2-4ft
20151027;4369;PG;Jackson, Reggie;1;36.5;$7,800;det;A;atl;106;94;32.12;15pt 8rb 5as 2st 2to 2trey 4-10fg 5-5ft
20151027;4595;PG;Schroder, Dennis;;34.25;$4,400;atl;H;det;94;106;25.37;20pt 3rb 4as 2st 1to 2trey 8-14fg 2-2ft
20151027;4363;SG;Butler, Jimmy;1;32.25;$7,600;chi;H;cle;97;95;36.63;17pt 5rb 2as 2st 1bl 6-14fg 5-5ft
20151027;4616;SG;Caldwell-Pope, Kentavious;1;30.5;$4,700;det;A;atl;106;94;37.05;21pt 4rb 1as 1st 2to 4trey 7-14fg 3-3ft
20151027;4073;PG;Rose, Derrick;1;27.75;$6,500;chi;H;cle;97;95;32.47;18pt 1rb 5as 1st 2to 8-22fg 2-4ft
20151027;4077;SG;Gordon, Eric;1;26;$5,200;nor;A;gsw;95;111;33.48;14pt 4rb 4as 1st 4to 2trey 5-17fg 2-2ft
20151027;4221;PG;Teague, Jeff;1;24.5;$7,000;atl;H;det;94;106;31.87;18pt 2rb 4as 5to 1trey 7-16fg 3-4ft
20151027;3669;SG;Smith, J.R.;1;20.75;$4,800;cle;A;chi;95;97;30.45;8pt 5rb 3as 1st 3-10fg 2-4ft
20151027;4367;SG;Thompson, Klay;1;19;$7,200;gsw;H;nor;111;95;26.43;9pt 4rb 3as 1st 1bl 7to 3-8fg 3-3ft
20151027;4364;SG;Moore, E'Twaun;;16.75;$3,000;chi;H;cle;97;95;14.37;11pt 3rb 1as 1trey 5-8fg
20151027;4610;PG;Dellavedova, Matthew;;16.5;$3,000;cle;A;chi;95;97;20.20;6pt 4rb 4as 1to 3-8fg
20151027;3651;PG;Livingston, Shaun;;16;$3,400;gsw;H;nor;111;95;21.33;6pt 4rb 2as 1bl 3-6fg
20151027;4571;SG;Snell, Tony;1;14;$3,000;chi;H;cle;97;95;28.80;11pt 2rb 1to 2trey 4-9fg 1-2ft
20151027;3547;SG;Korver, Kyle;1;13;$4,900;atl;H;det;94;106;28.70;7pt 2rb 1as 1st 1to 1trey 3-9fg
20151027;3514;PG;Barbosa, Leandro;;11;$3,000;gsw;H;nor;111;95;20.50;0pt 6rb 2as 1bl 3to 0-6fg
20151027;3518;PG;Blake, Steve;;10;$3,000;det;A;atl;106;94;15.88;3pt 4as 1st 3to 1trey 1-6fg
20151027;4865;SG;Patterson, Lamar;;9.75;$3,000;atl;H;det;94;106;18.30;5pt 1rb 2as 1trey 1-1fg 2-2ft
20151027;4507;SG;Bazemore, Kent;1;8.25;$3,000;atl;H;det;94;106;20.83;0pt 7rb 1as 4to 0-3fg
20151027;3976;PG;Brooks, Aaron;;7.5;$4,400;chi;H;cle;97;95;15.53;6pt 2rb 2to 3-9fg
20151027;3793;PG;Robinson, Nate;1;6.5;$3,000;nor;A;gsw;95;111;19.05;0pt 3as 1st 0-1fg
20151027;4183;SG;Meeks, Jodie;;4;$3,000;det;A;atl;106;94;10.95;2pt 2rb 1to 1-4fg
20151027;3544;SG;Jones, James;;2;$3,000;cle;A;chi;95;97; 3.82;0pt 1bl 0-2fg
20151027;4083;SG;Rush, Brandon;;0;$3,000;gsw;H;nor;111;95; 1.67;0pt
20151027;4501;PG;Cunningham, Jared;;0;$3,000;cle;A;chi;95;97; 3.18;0pt 0-2fg
20151027;4839;SG;Hilliard, Darrun;;0;$3,000;det;A;atl;106;94;DNP;
20151027;4212;PG;Holiday, Jrue;;0;$5,100;nor;A;gsw;95;111;DNP;
20151027;4558;SG;Holiday, Justin;;0;$3,000;atl;H;det;94;106;DNP;
20151027;4733;SG;Harris, Joe;;0;$3,000;cle;A;chi;95;97;DNP;
20151027;4377;PG;Mack, Shelvin;;0;$3,000;atl;H;det;94;106;DNP;
20151027;4760;PG;Dinwiddie, Spencer;;0;$3,000;det;A;atl;106;94;DNP;
20151027;3538;PG;Hinrich, Kirk;;0;$3,000;chi;H;cle;97;95;DNP;
20151027;4379;PG;Irving, Kyrie;;0;$6,600;cle;A;chi;95;97;NA;
20151027;4182;PG;Jennings, Brandon;;0;$4,100;det;A;atl;106;94;NA;
20151027;4628;SG;Hardaway Jr., Tim;;0;$3,700;atl;H;det;94;106;NA;
20151027;4207;SG;Evans, Tyreke;;0;$7,100;nor;A;gsw;95;111;NA;
20151027;4611;SG;Clark, Ian;;0;$3,000;gsw;H;nor;111;95;NA;
20151027;4370;PG;Cole, Norris;;0;$3,600;nor;A;gsw;95;111;NA;
20151027;4397;SG;Shumpert, Iman;;0;$3,800;cle;A;chi;95;97;NA;
20151027;3541;SF;James, LeBron;1;48.5;$9,800;cle;A;chi;95;97;36.07;25pt 10rb 5as 1st 1to 1trey 12-22fg 0-3ft
20151027;4407;SF;Morris, Marcus;1;38.5;$4,500;det;A;atl;106;94;37.08;18pt 10rb 4as 1trey 6-19fg 5-6ft
20151027;4074;PF;Love, Kevin;1;38.5;$7,500;cle;A;chi;95;97;34.82;18pt 8rb 4as 2bl 2to 3trey 6-17fg 3-3ft
20151027;3904;PF;Millsap, Paul;1;33.5;$7,700;atl;H;det;94;106;36.00;19pt 8rb 3as 2to 2trey 7-15fg 3-4ft
20151027;4682;PF;Mirotic, Nikola;1;33.25;$6,400;chi;H;cle;97;95;25.23;19pt 9rb 1as 1st 4to 3trey 6-11fg 4-4ft
20151027;4482;PF;Davis, Anthony;1;32;$10,400;nor;A;gsw;95;111;34.52;18pt 6rb 2as 3bl 5to 4-20fg 10-15ft
20151027;3765;PF;Ilyasova, Ersan;1;31.25;$5,700;det;A;atl;106;94;34.43;16pt 7rb 3as 1bl 3to 3trey 6-12fg 1-2ft
20151027;4502;SF;Barnes, Harrison;1;25.75;$4,600;gsw;H;nor;111;95;32.70;8pt 9rb 3as 1st 1to 1trey 3-12fg 1-2ft
20151027;4504;PF;Green, Draymond;1;25.5;$6,900;gsw;H;nor;111;95;29.43;10pt 8rb 2as 1st 1to 2trey 3-12fg 2-2ft
20151027;3931;SF;Sefolosha, Thabo;;23.25;$3,000;atl;H;det;94;106;18.93;2pt 7rb 3as 4st 1-3fg
20151027;4167;PF;Gibson, Taj;;22;$3,900;chi;H;cle;97;95;22.10;5pt 10rb 3bl 3to 1-3fg 3-4ft
20151027;4239;SF;Gee, Alonzo;;20.25;$3,000;nor;A;gsw;95;111;26.93;8pt 5rb 1as 3st 3to 4-5fg
20151027;4085;PF;Anderson, Ryan;;19;$5,000;nor;A;gsw;95;111;28.67;9pt 6rb 1as 1st 3to 1trey 2-7fg 4-5ft
20151027;4380;PF;Thompson, Tristan;;18.5;$4,600;cle;A;chi;95;97;24.92;2pt 12rb 1st 1to 1-4fg
20151027;3308;PF;Gasol, Pau;1;18.5;$8,000;chi;H;cle;97;95;31.55;2pt 2rb 1st 6bl 1-7fg
20151027;4226;SF;Cunningham, Dante;1;16.5;$3,000;nor;A;gsw;95;111;26.52;13pt 2rb 2trey 5-8fg 1-1ft
20151027;4838;SF;Johnson, Stanley;;16.5;$4,700;det;A;atl;106;94;24.48;7pt 4rb 3as 1to 1trey 3-10fg
20151027;3641;SF;Iguodala, Andre;;14.25;$4,300;gsw;H;nor;111;95;23.38;2pt 5rb 3as 1st 1to 1-3fg
20151027;3311;SF;Jefferson, Richard;;14;$3,000;cle;A;chi;95;97;16.95;10pt 1as 1st 1to 2trey 4-7fg
20151027;4669;SF;McDermott, Doug;;13.5;$3,000;chi;H;cle;97;95;16.20;8pt 4rb 1trey 3-4fg 1-2ft
20151027;4488;PF;Scott, Mike;;5.25;$3,000;atl;H;det;94;106; 5.48;4pt 1rb 2-4fg
20151027;4700;PF;McAdoo, James Michael;;3;$3,000;gsw;H;nor;111;95; 2.52;2pt 1st 2to 2-2ft
20151027;4124;PF;Thompson, Jason;;0;$3,000;gsw;H;nor;111;95;DNP;
20151027;4841;PF;Portis, Bobby;;0;$3,000;chi;H;cle;97;95;DNP;
20151027;4690;PF;Bairstow, Cameron;;0;$3,000;chi;H;cle;97;95;DNP;
20151027;3972;PF;Anthony, Joel;;0;$3,000;det;A;atl;106;94;DNP;
20151027;4654;SF;Bullock, Reggie;;0;$3,000;det;A;atl;106;94;DNP;
20151027;4264;SF;Babbitt, Luke;;0;$3,000;nor;A;gsw;95;111;DNP;
20151027;3404;SF;Dunleavy, Mike;;0;$3,300;chi;H;cle;97;95;NA;
20151027;4305;SF;Pondexter, Quincy;;0;$3,000;nor;A;gsw;95;111;NA;
20151027;4820;PF;Looney, Kevon;;0;$3,000;gsw;H;nor;111;95;NA;
20151027;4049;PF;Tolliver, Anthony;;0;$3,000;det;A;atl;106;94;NA;
20151027;4489;C;Drummond, Andre;1;52.75;$8,200;det;A;atl;106;94;37.15;18pt 19rb 3as 1st 2bl 2to 6-16fg 6-10ft
20151027;3998;C;Horford, Al;1;36;$7,300;atl;H;det;94;106;30.23;15pt 4rb 4as 2st 3bl 1to 1trey 6-11fg 2-3ft
20151027;3736;C;Bogut, Andrew;1;29.75;$5,000;gsw;H;nor;111;95;18.70;12pt 5rb 5as 2bl 6-6fg
20151027;4503;C;Ezeli, Festus;;23;$3,000;gsw;H;nor;111;95;17.02;13pt 4rb 1as 1st 1bl 1to 6-10fg 1-2ft
20151027;4013;C;Noah, Joakim;;18.75;$6,000;chi;H;cle;97;95;17.12;0pt 9rb 4as 1st 1to 0-2ft
20151027;4122;C;Speights, Marreese;;18.25;$3,000;gsw;H;nor;111;95;10.70;9pt 5rb 1as 1bl 2to 1trey 2-7fg 4-4ft
20151027;4299;C;Mozgov, Timofey;1;16.75;$4,600;cle;A;chi;95;97;20.90;5pt 5rb 2as 2bl 3to 2-6fg 1-2ft
20151027;3556;C;Perkins, Kendrick;1;16.5;$3,000;nor;A;gsw;95;111;15.88;10pt 4rb 1as 5-5fg
20151027;4556;C;Baynes, Aron;;11.75;$3,000;det;A;atl;106;94;10.85;6pt 5rb 1to 3-5fg
20151027;4024;C;Splitter, Tiago;;11;$4,500;atl;H;det;94;106;16.30;4pt 4rb 1bl 2-5fg
20151027;4084;C;Ajinca, Alexis;;10.5;$3,500;nor;A;gsw;95;111;16.93;6pt 4rb 1to 3-7fg
20151027;3679;C;Varejao, Anderson;;6.5;$3,400;cle;A;chi;95;97;11.55;2pt 2rb 1bl 0-1fg 2-2ft
20151027;4659;C;Muscala, Mike;;0.75;$3,000;atl;H;det;94;106; 7.98;0pt 1rb 1to 0-1fg
20151027;4108;C;Kaun, Sasha;;0;$3,000;cle;A;chi;95;97;DNP;
20151027;4263;C;Asik, Omer;;0;$4,800;nor;A;gsw;95;111;DNP;
20151027;4845;C;Felicio, Cristiano;;0;$3,000;chi;H;cle;97;95;NA;
20151027;4867;C;Tavares, Walter;;0;$3,000;atl;H;det;94;106;NA;
20151028;4414;PG;Rubio, Ricky;1;55.5;$6,600;min;A;lal;112;111;32.48;28pt 2rb 14as 1st 1to 2trey 10-17fg 6-7ft
20151028;4079;PG;Westbrook, Russell;1;55;$9,900;okc;H;sas;112;106;36.98;33pt 2rb 10as 2st 5to 3trey 12-23fg 6-7ft
20151028;4321;PG;Wall, John;1;53.75;$9,000;was;A;orl;88;87;39.38;22pt 7rb 6as 3st 5bl 6to 2trey 9-18fg 2-6ft
20151028;4657;PG;McCollum, C.J.;1;51;$4,800;por;H;nor;112;94;37.38;37pt 6rb 1as 1st 6trey 14-22fg 3-3ft
20151028;4523;PG;Lillard, Damian;1;47.75;$8,900;por;H;nor;112;94;35.90;21pt 5rb 11as 2st 4to 1trey 8-21fg 4-4ft
20151028;4224;SG;Harden, James;1;46;$10,100;hou;H;den;85;105;36.38;22pt 6rb 6as 2st 2bl 3to 2trey 6-21fg 8-9ft
20151028;3786;PG;Paul, Chris;1;45.75;$9,400;lac;A;sac;111;104;36.57;18pt 5rb 11as 2st 2to 1trey 6-14fg 5-6ft
20151028;4420;PG;Thomas, Isaiah;;45;$6,500;bos;H;phi;112;95;29.15;27pt 2rb 7as 3st 3to 1trey 10-19fg 6-7ft
20151028;4211;SG;DeRozan, DeMar;1;43.75;$7,300;tor;H;ind;106;99;35.87;25pt 5rb 6as 2st 2to 1trey 7-17fg 10-16ft
20151028;4363;SG;Butler, Jimmy;1;43;$7,600;chi;A;bkn;115;100;34.32;24pt 4rb 6as 2st 1to 3trey 9-11fg 3-3ft
20151028;4627;SG;Oladipo, Victor;1;39.25;$7,200;orl;H;was;87;88;35.97;17pt 11rb 2as 2st 1to 1trey 7-20fg 2-2ft
20151028;4699;PG;Payton, Elfrid;1;38.5;$6,900;orl;H;was;87;88;34.77;11pt 10rb 8as 1st 2to 1trey 5-15fg
20151028;3891;PG;Lowry, Kyle;1;38.25;$7,800;tor;H;ind;106;99;38.97;23pt 3rb 6as 2st 5to 2trey 8-17fg 5-6ft
20151028;4440;PG;Walker, Kemba;1;36.5;$7,000;cha;A;mia;94;104;34.68;19pt 4rb 4as 2st 1bl 1trey 5-16fg 8-9ft
20151028;1881;SG;Bryant, Kobe;1;36;$6,400;lal;H;min;111;112;28.93;24pt 4rb 1as 2st 3trey 8-24fg 5-5ft
20151028;4102;PG;Hill, George;1;33.25;$6,000;ind;A;tor;99;106;37.68;19pt 3rb 2as 2st 1bl 2to 5trey 6-10fg 2-3ft
20151028;3747;PG;Felton, Raymond;1;33;$3,000;dal;A;pho;111;95;33.15;18pt 4rb 6as 2trey 7-14fg 2-2ft
20151028;3571;SG;Wade, Dwyane;1;32.75;$6,700;mia;H;cha;104;94;29.00;20pt 3rb 5as 1bl 1to 7-16fg 6-6ft
20151028;4773;PG;Mudiay, Emmanuel;1;32.75;$5,700;den;A;hou;105;85;37.90;17pt 5rb 9as 11to 3trey 6-13fg 2-4ft
20151028;4494;SG;Beal, Bradley;1;32.5;$6,100;was;A;orl;88;87;37.60;24pt 6rb 1bl 4to 2trey 9-19fg 4-7ft
20151028;4569;PG;Canaan, Isaiah;1;32.25;$4,200;phi;A;bos;95;112;37.98;18pt 7rb 2as 1st 3to 4trey 6-14fg 2-2ft
20151028;3681;SG;Vujacic, Sasha;1;31.5;$3,000;nyk;A;mil;122;97;28.75;11pt 6rb 3as 4st 1trey 4-6fg 2-3ft
20151028;4575;PG;Carter-Williams, Michael;1;31.25;$6,800;mil;H;nyk;97;122;33.88;20pt 5rb 4as 1st 6to 6-17fg 8-9ft
20151028;4320;PG;Vasquez, Greivis;;30.75;$3,600;mil;H;nyk;97;122;29.32;15pt 7rb 5as 2to 1trey 3-9fg 8-8ft
20151028;3669;SG;Smith, J.R.;1;30.25;$4,800;cle;A;mem;106;76;33.85;9pt 7rb 7as 1st 1to 1trey 4-10fg
20151028;4077;SG;Gordon, Eric;1;30;$5,200;nor;A;por;94;112;40.78;20pt 2rb 3as 1st 1to 3trey 6-13fg 5-7ft
20151028;4677;PG;Smart, Marcus;1;30;$4,700;bos;H;phi;112;95;32.38;13pt 2rb 5as 2st 1bl 1to 3trey 3-8fg 4-4ft
20151028;3816;PG;Williams, Louis;;27.5;$4,800;lal;H;min;111;112;27.45;21pt 2rb 1as 1bl 1to 2trey 6-13fg 7-7ft
20151028;3814;PG;Williams, Deron;1;27.5;$6,300;dal;A;pho;111;95;20.05;12pt 2rb 7as 1st 1to 2trey 5-8fg
20151028;4735;SG;Galloway, Langston;;27.5;$4,000;nyk;A;mil;122;97;24.80;16pt 4rb 3as 4trey 5-10fg 2-2ft
20151028;3783;SG;Miles, C.J.;1;27.25;$3,500;ind;A;tor;99;106;35.67;18pt 1rb 1as 3st 3to 4trey 6-14fg 2-2ft
20151028;4441;SG;Burks, Alec;;27;$4,900;uta;A;det;87;92;26.43;18pt 6rb 1as 6-14fg 6-7ft
20151028;4315;PG;Smith, Ishmael;;27;$3,000;nor;A;por;94;112;28.58;7pt 4rb 8as 2st 3to 1trey 3-14fg 0-2ft
20151028;4678;SG;Harris, Gary;1;26.75;$3,000;den;A;hou;105;85;29.48;5pt 5rb 5as 3st 1bl 1to 1trey 2-5fg
20151028;4382;PG;Knight, Brandon;1;26.5;$7,100;pho;H;dal;95;111;34.42;15pt 6rb 3as 1bl 6to 1trey 6-13fg 2-2ft
20151028;4369;PG;Jackson, Reggie;1;26;$7,800;det;H;uta;92;87;31.25;19pt 2rb 4as 4to 1trey 7-14fg 4-7ft
20151028;4616;SG;Caldwell-Pope, Kentavious;1;25.75;$4,700;det;H;uta;92;87;35.80;16pt 5rb 1as 1bl 2to 2trey 5-11fg 4-4ft
20151028;4159;PG;Lawson, Ty;1;25.5;$6,200;hou;H;den;85;105;36.70;12pt 4rb 6as 3to 2trey 3-10fg 4-6ft
20151028;3974;SG;Belinelli, Marco;;25.5;$3,700;sac;H;lac;104;111;31.95;9pt 2rb 7as 1st 3trey 3-12fg
20151028;4228;PG;Collison, Darren;;25.25;$4,800;sac;H;lac;104;111;30.37;13pt 1rb 6as 1st 1to 1trey 5-12fg 2-5ft
20151028;4026;SG;Stuckey, Rodney;;25;$4,000;ind;A;tor;99;106;24.20;16pt 4rb 2as 1st 2to 5-13fg 6-6ft
20151028;4655;PG;Larkin, Shane;1;25;$3,000;bkn;H;chi;100;115;23.22;6pt 8as 3st 1bl 2to 3-8fg
20151028;4873;PG;Grant, Jerian;;24.75;$3,800;nyk;A;mil;122;97;24.18;10pt 1rb 5as 3st 4-7fg 2-2ft
20151028;3021;SG;Ginobili, Manu;;24.5;$3,900;sas;A;okc;106;112;18.83;11pt 7as 2st 3to 1trey 5-8fg
20151028;3652;SG;Martin, Kevin;;24.25;$5,200;min;A;lal;112;111;28.97;23pt 1rb 6-15fg 11-12ft
20151028;3760;SG;Green, Gerald;;23.25;$3,600;mia;H;cha;104;94;30.42;19pt 1rb 1as 2to 5trey 7-15fg
20151028;4234;PG;Beverley, Patrick;;23;$4,300;hou;H;den;85;105;21.27;8pt 8rb 1as 2st 3to 2trey 3-9fg
20151028;4073;PG;Rose, Derrick;1;23;$6,500;chi;A;bkn;115;100;29.43;15pt 2rb 3as 1st 2to 5-11fg 5-5ft
20151028;4266;SG;Bledsoe, Eric;1;23;$7,800;pho;H;dal;95;111;31.38;13pt 4rb 4as 2to 4-12fg 5-7ft
20151028;4610;PG;Dellavedova, Matthew;;22.75;$3,000;cle;A;mem;106;76;17.98;12pt 1rb 3as 2st 2trey 5-9fg
20151028;3656;PG;Nelson, Jameer;;22.25;$3,500;den;A;hou;105;85;24.50;10pt 5rb 3as 1st 3to 2trey 4-9fg
20151028;4092;PG;Dragic, Goran;1;21.75;$6,600;mia;H;cha;104;94;30.88;8pt 1rb 6as 2bl 1to 4-8fg
20151028;3979;PG;Conley, Mike;1;21.5;$6,700;mem;H;cle;76;106;29.43;8pt 4rb 6as 1to 2-8fg 4-4ft
20151028;4297;PG;Lin, Jeremy;;21.25;$4,700;cha;A;mia;94;104;27.02;17pt 1rb 2as 2to 2trey 5-10fg 5-6ft
20151028;4088;PG;Chalmers, Mario;;21.25;$4,100;mia;H;cha;104;94;17.12;8pt 3rb 4as 2st 2to 1trey 1-3fg 5-5ft
20151028;3745;SG;Ellis, Monta;1;21;$7,000;ind;A;tor;99;106;28.53;9pt 6as 2st 2to 3-11fg 3-4ft
20151028;4078;PG;Augustin, D.J.;;20.75;$3,100;okc;H;sas;112;106;12.92;8pt 1rb 4as 3st 1to 2-5fg 4-4ft
20151028;3976;PG;Brooks, Aaron;;20.25;$4,400;chi;A;bkn;115;100;16.40;12pt 1rb 3as 1st 1to 2trey 5-9fg
20151028;4534;SG;Thompson, Hollis;1;20.25;$3,700;phi;A;bos;95;112;36.07;9pt 5rb 3as 2to 3trey 3-15fg
20151028;4885;SG;Booker, Devin;;20.25;$3,000;pho;H;dal;95;111;21.33;14pt 3rb 1st 1trey 6-7fg 1-3ft
20151028;4668;PG;Clarkson, Jordan;1;20;$5,300;lal;H;min;111;112;29.72;14pt 2rb 3as 2to 5-10fg 4-6ft
20151028;3872;PG;Rondo, Rajon;1;19.75;$5,800;sac;H;lac;104;111;25.25;4pt 7rb 4as 1st 2to 2-8fg
20151028;4593;SG;Goodwin, Archie;;19.75;$3,400;pho;H;dal;95;111;17.40;12pt 5rb 1as 1to 1trey 3-6fg 5-6ft
20151028;3574;PG;Williams, Maurice;1;19.5;$4,900;cle;A;mem;106;76;22.63;9pt 2rb 5as 2to 3trey 3-8fg
20151028;4110;SG;Lee, Courtney;1;19;$4,100;mem;H;cle;76;106;31.27;7pt 2rb 2as 2st 1bl 1trey 2-9fg 2-2ft
20151028;4036;SG;Young, Nick;;18.5;$3,800;lal;H;min;111;112;19.07;14pt 2rb 4trey 5-8fg
20151028;4522;SG;Barton, Will;;18.5;$3,000;den;A;hou;105;85;19.57;11pt 4rb 1st 1trey 5-10fg
20151028;4706;PG;LaVine, Zach;;18.25;$5,100;min;A;lal;112;111;19.93;8pt 3rb 3as 1st 4-10fg
20151028;4193;SG;Green, Danny;1;18;$5,100;sas;A;okc;106;112;29.18;4pt 8rb 2as 1st 2to 2-9fg
20151028;4831;PG;McConnell, T.J.;;17.75;$3,000;phi;A;bos;95;112;27.58;4pt 1rb 4as 3st 1bl 3to 2-5fg
20151028;4212;PG;Holiday, Jrue;1;17.25;$5,100;nor;A;por;94;112;21.12;12pt 1rb 3as 2to 1trey 5-14fg 1-1ft
20151028;4164;SG;Matthews, Wes;1;17.25;$4,800;dal;A;pho;111;95;26.10;9pt 3rb 1as 1st 2trey 3-7fg 1-2ft
20151028;4571;SG;Snell, Tony;1;17.25;$3,000;chi;A;bkn;115;100;21.75;10pt 5rb 2trey 3-7fg 2-2ft
20151028;3313;PG;Parker, Tony;1;17.25;$5,000;sas;A;okc;106;112;25.82;10pt 3rb 3as 2to 5-11fg
20151028;4776;SG;Hezonja, Mario;;17.25;$3,000;orl;H;was;87;88;25.27;11pt 3rb 2as 4to 3trey 4-9fg
20151028;3518;PG;Blake, Steve;;17;$3,000;det;H;uta;92;87;16.75;2pt 4rb 7as 1to 1-3fg
20151028;4076;PG;Bayless, Jerryd;1;17;$3,000;mil;H;nyk;97;122;30.05;4pt 6rb 2as 2st 3to 0-6fg 4-4ft
20151028;3861;SG;Redick, J.J.;1;17;$5,000;lac;A;sac;111;104;30.75;15pt 1st 2to 2trey 5-11fg 3-3ft
20151028;4501;PG;Cunningham, Jared;;16.75;$3,000;cle;A;mem;106;76;15.15;12pt 1rb 1as 1bl 1to 1trey 4-5fg 3-4ft
20151028;4245;PG;Mills, Patty;;16.75;$3,200;sas;A;okc;106;112;22.18;9pt 3rb 2as 2trey 3-7fg 1-2ft
20151028;3637;PG;Harris, Devin;;15.25;$4,200;dal;A;pho;111;95;23.18;10pt 1rb 2as 1st 2to 3-8fg 4-7ft
20151028;3858;PG;Foye, Randy;;15;$4,100;den;A;hou;105;85;18.00;3pt 4rb 2as 2st 1to 1trey 1-6fg
20151028;4846;SG;Vaughn, Rashad;;15;$3,000;mil;H;nyk;97;122;12.68;10pt 2rb 1bl 1to 2trey 4-6fg
20151028;3882;PG;Barea, Jose;;15;$3,400;dal;A;pho;111;95;24.77;10pt 4rb 1as 3to 3-9fg 4-6ft
20151028;4316;SG;Stephenson, Lance;1;14.5;$3,000;lac;A;sac;111;104;19.13;7pt 2rb 2as 1st 1to 1trey 3-5fg
20151028;3116;SG;Crawford, Jamal;;14.5;$4,400;lac;A;sac;111;104;21.13;11pt 1as 1st 5-9fg 1-2ft
20151028;4515;SG;Waiters, Dion;;14.5;$4,200;okc;H;sas;112;106;21.40;8pt 4rb 2as 3to 4-8fg
20151028;4807;PG;Neto, Raul;1;14.25;$3,000;uta;A;det;87;92;26.45;8pt 1rb 3as 1to 2trey 3-6fg
20151028;4490;SG;Middleton, Khris;1;14;$5,400;mil;H;nyk;97;122;35.32;11pt 2rb 2to 3trey 4-15fg
20151028;4468;SG;Fournier, Evan;1;13;$3,900;orl;H;was;87;88;26.98;3pt 4rb 1as 2st 1to 1-7fg 1-2ft
20151028;4020;PG;Sessions, Ramon;;12.75;$3,000;was;A;orl;88;87;14.07;4pt 3rb 2as 1st 0-2fg 4-6ft
20151028;4318;SG;Turner, Evan;;12.5;$5,500;bos;H;phi;112;95;22.02;6pt 4rb 2as 3to 2-5fg 2-2ft
20151028;4483;SG;Rivers, Austin;;12.5;$3,000;lac;A;sac;111;104;16.12;3pt 2rb 1as 2st 1bl 1to 0-3fg 3-4ft
20151028;4269;SG;Bradley, Avery;1;11.25;$4,900;bos;H;phi;112;95;32.60;4pt 1rb 2as 2st 2to 2-6fg
20151028;4115;SG;Morrow, Anthony;;11;$3,000;okc;H;sas;112;106;21.63;8pt 1st 2trey 3-6fg
20151028;4561;SG;Crabbe, Allen;;10.75;$3,000;por;H;nor;112;94;21.57;4pt 3rb 1as 1st 1to 2-6fg
20151028;4364;SG;Moore, E'Twaun;;10.5;$3,000;chi;A;bkn;115;100;16.95;9pt 1st 2to 1trey 4-5fg
20151028;4559;SG;Roberson, Andre;1;10.25;$3,000;okc;H;sas;112;106;16.58;2pt 1rb 2as 1st 1bl 1-1fg
20151028;4693;SG;Brown, Markel;;10.25;$3,000;bkn;H;chi;100;115; 9.32;6pt 1rb 2as 2-4fg 2-4ft
20151028;4799;PG;Russell, D'Angelo;1;9.25;$5,700;lal;H;min;111;112;25.83;4pt 3rb 2as 3to 2-7fg
20151028;4300;SG;Neal, Gary;;8.5;$3,000;was;A;orl;88;87;18.20;6pt 2rb 3-8fg
20151028;4129;SG;Weems, Sonny;;8.25;$3,000;pho;H;dal;95;111;15.25;0pt 3rb 2as 1st 1to 0-2fg
20151028;3740;PG;Calderon, Jose;1;8.25;$4,200;nyk;A;mil;122;97;17.97;3pt 3rb 1as 1to 1trey 1-5fg
20151028;4485;PG;Roberts, Brian;;7.75;$3,000;cha;A;mia;94;104;13.32;5pt 1rb 1as 2-6fg 1-1ft
20151028;4589;SG;McLemore, Ben;1;7.5;$4,500;sac;H;lac;104;111;20.07;5pt 1st 1trey 2-5fg
20151028;4549;SG;Ross, Terrence;;7;$3,600;tor;H;ind;106;99; 8.45;5pt 1as 1trey 1-4fg 2-2ft
20151028;4803;PG;Huertas, Marcelo;;7;$3,000;lal;H;min;111;112;13.00;2pt 2rb 2as 1to 1-2fg
20151028;4672;PG;Smith, Russ;;7;$3,000;mem;H;cle;76;106; 5.98;3pt 2rb 1st 1to 1-4fg 1-1ft
20151028;4701;SG;Ingles, Joe;;6.5;$3,000;uta;A;det;87;92;16.38;4pt 2rb 2-4fg
20151028;4435;PG;Sloan, Donald;;6.5;$3,000;bkn;H;chi;100;115;15.47;2pt 2rb 1st 0-4fg 2-2ft
20151028;4727;SG;Adams, Jordan;;6.5;$3,000;mem;H;cle;76;106; 7.07;3pt 2st 1to 1-4fg 1-2ft
20151028;3054;PG;Terry, Jason;;6.25;$3,000;hou;H;den;85;105;10.82;0pt 1rb 2as 1st 0-1fg
20151028;4185;SG;Ellington, Wayne;1;6;$3,000;bkn;H;chi;100;115;12.05;0pt 2rb 1as 1bl 0-3fg
20151028;3678;PG;Udrih, Beno;;6;$3,400;mem;H;cle;76;106;14.73;5pt 2as 4to 2-5fg 1-1ft
20151028;4405;PG;Joseph, Cory;;5.5;$3,500;tor;H;ind;106;99;27.72;3pt 2rb 1as 3to 1-4fg 1-2ft
