Date;GID;Pos;Name;Starter;FD Pts;FD Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20161107;4173;PG;Curry, Stephen;1;59.5;$8,700;gsw;H;nor;116;106;35.65;46pt 5rb 5as 2st 4to 13trey 16-26fg 1-2ft
20161107;4224;SG;Harden, James;1;53.7;$11,800;hou;A;was;114;106;39.80;32pt 6rb 15as 8to 3trey 9-19fg 11-11ft
20161107;3786;PG;Paul, Chris;1;49.2;$9,100;lac;H;det;114;82;24.57;24pt 6rb 8as 2st 1bl 5trey 8-10fg 3-4ft
20161107;4440;PG;Walker, Kemba;1;46.4;$7,800;cha;H;ind;122;100;25.20;24pt 2rb 10as 2st 1bl 1to 5trey 7-11fg 5-6ft
20161107;4321;PG;Wall, John;1;37;$9,200;was;H;hou;106;114;35.25;21pt 5rb 8as 2st 6to 1trey 9-16fg 2-2ft
20161107;4494;SG;Beal, Bradley;1;35.9;$5,400;was;H;hou;106;114;34.10;20pt 2rb 3as 4st 1bl 1to 2trey 8-18fg 2-2ft
20161107;4367;SG;Thompson, Klay;1;35.3;$5,700;gsw;H;nor;116;106;38.00;24pt 4rb 1as 3st 1to 2trey 11-20fg
20161107;4717;PG;Frazier, Tim;1;32.8;$5,400;nor;A;gsw;106;116;32.17;13pt 4rb 10as 2st 4to 1trey 5-11fg 2-2ft
20161107;3571;SG;Wade, Dwyane;1;32.6;$6,700;chi;H;orl;112;80;24.97;16pt 3rb 4as 2st 2bl 1to 7-12fg 2-2ft
20161107;4079;PG;Westbrook, Russell;1;31.5;$11,700;okc;H;mia;97;85;26.65;14pt 5rb 11as 5to 1trey 5-16fg 3-3ft
20161107;4086;SG;Batum, Nicolas;1;27.2;$6,400;cha;H;ind;122;100;29.93;9pt 6rb 4as 3st 1to 1trey 2-6fg 4-4ft
20161107;3974;SG;Belinelli, Marco;;26.6;$3,500;cha;H;ind;122;100;27.15;12pt 3rb 4as 3st 1to 2trey 3-8fg 4-4ft
20161107;3747;PG;Felton, Raymond;;25.3;$3,500;lac;H;det;114;82;23.32;10pt 4rb 3as 2st 2bl 2to 1trey 3-5fg 3-4ft
20161107;4744;SG;Hood, Rodney;1;24.9;$5,400;uta;A;phi;109;84;29.12;18pt 2rb 1as 1st 1bl 1to 4trey 7-13fg
20161107;3872;PG;Rondo, Rajon;1;24.6;$6,200;chi;H;orl;112;80;21.73;9pt 3rb 6as 1st 1bl 1to 3-7fg 3-6ft
20161107;4364;SG;Moore, E'Twaun;1;23.1;$4,400;nor;A;gsw;106;116;31.30;15pt 3rb 5as 3to 1trey 6-11fg 2-2ft
20161107;4020;PG;Sessions, Ramon;;21.7;$3,500;cha;H;ind;122;100;21.43;10pt 1rb 7as 1st 2to 3-7fg 4-5ft
20161107;4627;SG;Oladipo, Victor;1;21.4;$5,600;okc;H;mia;97;85;33.37;17pt 2rb 2as 1to 1trey 6-9fg 4-4ft
20161107;4756;PG;Johnson, Tyler;;21.3;$4,900;mia;A;okc;85;97;27.40;10pt 4rb 1as 2st 1bl 1to 4-9fg 2-2ft
20161107;3861;SG;Redick, J.J.;1;21.2;$3,900;lac;H;det;114;82;24.45;20pt 1rb 3trey 6-9fg 5-5ft
20161107;4735;PG;Galloway, Langston;;20.4;$3,700;nor;A;gsw;106;116;20.70;9pt 2rb 4as 2st 1to 1trey 3-8fg 2-3ft
