Date;GID;Pos;Name;Starter;FD Pts;FD Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20161111;4440;PG;Walker, Kemba;1;60;$8,100;cha;H;tor;111;113;34.88;40pt 10rb 6as 1to 7trey 12-19fg 9-11ft
20161111;4079;PG;Westbrook, Russell;1;57.3;$11,500;okc;H;lac;108;110;35.27;29pt 14rb 9as 1st 4to 3trey 9-25fg 8-9ft
20161111;4657;SG;McCollum, C.J.;1;48.7;$7,100;por;H;sac;122;120;39.47;31pt 1rb 5as 4st 1bl 1to 2trey 13-24fg 3-4ft
20161111;4211;SG;DeRozan, DeMar;1;45.1;$9,000;tor;A;cha;113;111;35.57;34pt 3rb 3as 2st 1to 14-26fg 6-7ft
20161111;3891;PG;Lowry, Kyle;1;43.6;$7,800;tor;A;cha;113;111;35.57;19pt 8rb 6as 2st 1bl 2trey 7-16fg 3-3ft
20161111;4523;PG;Lillard, Damian;1;42.7;$9,300;por;H;sac;122;120;42.42;36pt 1rb 7as 5to 5trey 12-19fg 7-9ft
20161111;3786;PG;Paul, Chris;1;41.2;$9,300;lac;A;okc;110;108;35.78;17pt 6rb 10as 1st 2trey 5-14fg 5-5ft
20161111;3745;SG;Ellis, Monta;;39.7;$5,300;ind;A;phi;105;109;36.30;19pt 6rb 5as 4st 2to 8-19fg 3-3ft
20161111;4677;PG;Smart, Marcus;1;39.2;$4,900;bos;H;nyk;115;87;33.65;12pt 6rb 10as 3st 1to 2trey 5-13fg
20161111;4420;PG;Thomas, Isaiah;1;38.6;$8,200;bos;H;nyk;115;87;27.80;29pt 3rb 4as 1st 2to 3trey 9-17fg 8-8ft
20161111;4379;PG;Irving, Kyrie;1;38.4;$7,400;cle;A;was;105;94;36.43;29pt 2rb 6as 2to 4trey 11-23fg 3-4ft
20161111;4269;SG;Bradley, Avery;1;36;$6,900;bos;H;nyk;115;87;31.58;15pt 10rb 2as 4st 2to 1trey 5-17fg 4-4ft
20161111;4086;SG;Batum, Nicolas;1;35;$6,200;cha;H;tor;111;113;39.08;18pt 10rb 6as 1bl 6to 3trey 7-15fg 1-2ft
20161111;4321;PG;Wall, John;1;34.9;$9,000;was;H;cle;94;105;35.07;28pt 2rb 3as 2st 1bl 6to 1trey 12-24fg 3-5ft
20161111;4468;SG;Fournier, Evan;1;34.8;$5,500;orl;H;uta;74;87;38.35;21pt 4rb 4as 3st 3to 2trey 7-16fg 5-6ft
20161111;4561;SG;Crabbe, Allen;;32.4;$3,600;por;H;sac;122;120;37.43;16pt 7rb 4as 1st 2trey 6-10fg 2-3ft
20161111;4228;PG;Collison, Darren;;29;$6,300;sac;A;por;120;122;37.82;20pt 5rb 4as 3to 9-16fg 2-2ft
