Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Paul Millsap,ATL,$8,100,2,$7,900,2,$42,2,$17,050,2,,
Kris Humphries,ATL,$3,500,27,$3,000,26,$10,23,$6,100,24,,
Dario Saric,PHI,$4,800,18,$4,800,13,$15,19,$8,400,19,,
Richaun Holmes,PHI,$3,500,27,$3,800,21,$10,23,$5,000,27,,
Amir Johnson,BOS,$4,700,19,$3,600,22,$16,17,$8,350,20,$7,100,19
Jonas Jerebko,BOS,$4,200,21,$3,000,26,$11,22,$5,450,26,$6,000,23
Marvin Williams,CHA,$5,100,14,$4,900,12,$21,12,$11,500,9,$9,800,11
Christian Wood,CHA,$3,500,27,$3,000,26,$10,23,$5,000,27,$6,000,23
JaMychal Green,MEM,$5,000,15,$4,600,16,$10,23,$8,700,17,$9,100,14
Zach Randolph,MEM,$6,000,6,$5,800,9,$28,6,$10,950,12,$11,600,7
Kristaps Porzingis,NYK,$6,800,5,$7,300,3,$33,4,$14,450,5,$13,700,2
Serge Ibaka,ORL,$5,500,11,$5,800,9,$25,11,$10,550,13,$11,500,10
Kevin Love,CLE,$7,100,4,$7,000,5,$33,4,$14,150,6,$13,200,4
Thaddeus Young,IND,$6,000,6,$5,800,9,$27,8,$11,250,11,$11,600,7
Kevin Seraphin,IND,$3,500,27,$3,000,26,$10,23,$5,000,27,$6,000,23
Taj Gibson,CHI,$5,400,13,$4,600,16,$18,16,$6,600,22,$9,100,14
Nikola Mirotic,CHI,$5,000,15,$4,800,13,$19,14,$11,350,10,$9,500,12
Anthony Davis,NOP,$10,800,1,$10,700,1,$52,1,$17,850,1,$19,300,1
Terrence Jones,NOP,$4,000,24,$3,900,20,$10,23,$6,850,21,$7,700,18
LaMarcus Aldridge,SAS,$7,600,3,$7,200,4,$34,3,$15,050,4,$13,600,3
David Lee,SAS,$4,100,23,$3,200,24,$13,20,$6,000,25,$6,300,21
Trevor Booker,BKN,$4,900,17,$4,300,19,$12,21,$9,000,16,$8,500,17
Luis Scola,BKN,$4,000,24,$3,400,23,$10,23,$5,000,27,$6,700,20
Jabari Parker,MIL,$6,000,6,$6,400,7,$28,6,$12,650,7,$12,600,5
John Henson,MIL,$3,600,26,$3,000,26,$10,23,$6,200,23,$6,000,23
Al-Farouq Aminu,POR,$4,500,20,$4,400,18,$19,14,$9,700,14,$8,700,16
Noah Vonleh,POR,$3,500,27,$3,000,26,$10,23,$5,000,27,$6,000,23
Nikola Jokic,DEN,$6,000,6,$6,600,6,$27,8,$15,350,3,$12,300,6
Kenneth Faried,DEN,$5,500,11,$4,700,15,$20,13,$9,700,14,$9,200,13
Gorgui Dieng,MIN,$5,700,10,$5,900,8,$26,10,$12,450,8,$11,600,7
Adreian Payne,MIN,$3,500,27,$3,000,26,$10,23,$5,000,27,$6,000,23
Anthony Tolliver,SAC,$3,500,27,$3,000,26,$10,23,$5,000,27,$6,000,23
Omri Casspi,SAC,$4,200,21,$3,200,24,$16,17,$8,600,18,$6,300,21
