Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Ryan Anderson,HOU,$4700,17,$4800,15,$17,16,$11950,10,$9400,16
Montrezl Harrell,HOU,$4400,20,$3700,23,$13,22,$8100,22,$7300,23
Ersan Ilyasova,PHI,$6000,8,$5900,11,$24,9,$12000,9,$11600,11
Dario Saric,PHI,$4300,21,$4200,20,$11,25,$9700,14,$8400,20
Anthony Tolliver,SAC,$3500,28,$3400,26,$10,26,$5000,32,$6700,26
Skal Labissiere,SAC,$3500,28,$3000,29,$10,26,$5000,32,$6000,27
Thaddeus Young,IND,$5600,13,$5700,13,$23,10,$11600,12,$11300,13
Lavoy Allen,IND,$3500,28,$3000,29,$10,26,$5000,32,$6000,27
Marvin Williams,CHA,$5100,15,$4800,15,$15,17,$10000,13,$9500,15
Frank Kaminsky,CHA,$3900,22,$3800,22,$13,22,$8100,22,$7400,22
Kristaps Porzingis,NYK,$6600,7,$6200,9,$31,6,$13800,5,$12300,9
Jabari Parker,MIL,$7800,5,$7000,5,$33,4,$13200,6,$13300,5
Thon Maker,MIL,$3500,28,$3000,29,$10,26,$5000,32,$6000,27
Jared Sullinger,TOR,$3500,28,$3000,29,$14,19,$6000,28,$6000,27
Patrick Patterson,TOR,$3600,26,$3100,27,$12,24,$6750,26,$6000,27
Trevor Booker,BKN,$5000,16,$4600,17,$20,13,$9250,18,$9100,17
Luis Scola,BKN,$3500,28,$3000,29,$10,26,$5000,32,$6000,27
Kevin Love,CLE,$7900,3,$8100,2,$38,2,$16250,2,$15000,2
Channing Frye,CLE,$3800,23,$3500,25,$10,26,$7500,24,$7000,25
Serge Ibaka,ORL,$6000,8,$6300,8,$27,7,$12200,8,$12600,8
Jonas Jerebko,BOS,$3500,28,$3000,29,$10,26,$5150,31,$6000,27
Amir Johnson,BOS,$3800,23,$3700,23,$10,26,$7400,25,$7300,23
LaMarcus Aldridge,SAS,$7900,3,$7600,3,$33,4,$14850,4,$14000,3
David Lee,SAS,$5700,11,$5900,11,$15,17,$8900,20,$11600,11
Anthony Davis,NOP,$10300,1,$9700,1,$53,1,$18800,1,$17900,1
Terrence Jones,NOP,$5700,11,$6900,6,$18,14,$9150,19,$13000,6
Derrick Williams,MIA,$3500,28,$3000,29,$10,26,$6550,27,$6000,27
James Johnson,MIA,$5600,13,$5600,14,$22,11,$9550,17,$11200,14
Taj Gibson,CHI,$4600,18,$4600,17,$18,14,$9700,14,$9100,17
Nikola Mirotic,CHI,$3700,25,$4000,21,$14,19,$8350,21,$7800,21
Markieff Morris,WAS,$6900,6,$6800,7,$25,8,$12250,7,$12700,7
Jason Smith,WAS,$3500,28,$3000,29,$10,26,$5000,32,$6000,27
Paul Millsap,ATL,$8100,2,$7400,4,$35,3,$15650,3,$14000,3
Kris Humphries,ATL,$3500,28,$3100,27,$10,26,$5400,30,$6000,27
JaMychal Green,MEM,$4500,19,$4400,19,$14,19,$9700,14,$8800,19
Zach Randolph,MEM,$5900,10,$6000,10,$22,11,$11950,10,$11900,10
Noah Vonleh,POR,$3600,26,$3000,29,$10,26,$5000,32,$6000,27
Meyers Leonard,POR,$3500,28,$3000,29,$10,26,$5500,29,$6000,27
