Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Thaddeus Young,IND,$5000,11,$4300,11,$21,7,$10050,11,,
Kevin Seraphin,IND,$3500,20,$3000,18,$10,13,$5000,20,,
Paul Millsap,ATL,$7700,3,$7200,3,$33,3,$14700,2,,
Ersan Ilyasova,ATL,$4800,12,$4100,13,$18,10,$8400,12,,
Draymond Green,GSW,$8200,2,$8200,2,$36,2,$14450,4,,
David West,GSW,$3500,20,$3000,18,$10,13,$5600,19,,
Kristaps Porzingis,NYK,$6700,5,$6900,4,$31,4,$14600,3,,
Aaron Gordon,ORL,$5200,10,$5400,9,$19,9,$10550,9,,
Markieff Morris,WAS,$6800,4,$6200,6,$29,5,$12250,5,,
Jason Smith,WAS,$3600,17,$3000,18,$10,13,$5000,20,,
Amir Johnson,BOS,$3700,16,$3600,16,$10,13,$7550,15,,
Jonas Jerebko,BOS,$3500,20,$3000,18,$10,13,$5000,20,,
Marquese Chriss,PHO,$4400,13,$4300,11,$10,13,$8200,14,,
Jared Dudley,PHO,$3600,17,$3000,18,$10,13,$7100,17,,
Derrick Favors,UTA,$5500,9,$5500,8,$15,12,$10200,10,,
Boris Diaw,UTA,$3600,17,$3000,18,$10,13,$5000,20,,
Skal Labissiere,SAC,$3500,20,$3800,14,$10,13,$5000,20,,
Anthony Tolliver,SAC,$3800,15,$3400,17,$10,13,$5000,20,,
Domantas Sabonis,OKC,$3500,20,$3000,18,$10,13,$5650,18,,
Enes Kanter,OKC,$5700,8,$5600,7,$17,11,$11350,8,,
Dirk Nowitzki,DAL,$5900,7,$5400,9,$20,8,$11500,7,,
Ben Bentil,DAL,$3500,20,$3000,18,$10,13,$5000,20,,
Anthony Davis,NOP,$11200,1,$10100,1,$53,1,$22300,1,,
Donatas Motiejunas,NOP,$3500,20,$3000,18,$10,13,$7250,16,,
Julius Randle,LAL,$6200,6,$6500,5,$24,6,$12150,6,,
Larry Nance,LAL,$4100,14,$3800,14,$10,13,$8250,13,,
