Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Gorgui Dieng,MIN,$5600,8,$5800,8,$21,8,$11450,6,$11500,8
Adreian Payne,MIN,$3500,21,$3000,21,$10,16,$5000,23,$6000,20
Markieff Morris,WAS,$4900,13,$4900,13,$18,12,$10950,10,$9700,13
Jason Smith,WAS,$3500,21,$3000,21,$10,16,$5000,23,$6000,20
Ryan Anderson,HOU,$5500,9,$5600,11,$21,8,$11350,7,$11100,11
Kyle Wiltjer,HOU,$3500,21,$3000,21,$10,16,$5000,23,$6000,20
Serge Ibaka,ORL,$6800,6,$6400,6,$29,5,$12300,5,$12700,6
Arinze Onuaku,ORL,$3500,21,$3000,21,$10,16,$5000,23,$6000,20
Ersan Ilyasova,PHI,$5800,7,$6000,7,$20,10,$11200,9,$11900,7
Dario Saric,PHI,$4200,14,$4500,14,$10,16,$9000,14,$8800,14
Amir Johnson,BOS,$4000,16,$3800,17,$11,15,$8050,15,$7400,17
Jonas Jerebko,BOS,$3500,21,$3000,21,$10,16,$5300,22,$6000,20
Kevin Love,CLE,$8300,1,$8100,1,$42,1,$17400,1,$15000,1
Channing Frye,CLE,$3700,19,$4300,15,$10,16,$7300,18,$8400,15
Trevor Booker,BKN,$5500,9,$5700,9,$22,7,$10200,12,$11200,9
Luis Scola,BKN,$3500,21,$3000,21,$10,16,$5000,23,$6000,20
Kristaps Porzingis,NYK,$7900,2,$7000,5,$37,2,$15500,3,$13200,5
Jabari Parker,MIL,$7000,5,$7300,3,$34,4,$12550,4,$13700,3
Thon Maker,MIL,$3500,21,$3000,21,$10,16,$5000,23,$6000,20
Brandon Bass,LAC,$3500,21,$3000,21,$10,16,$5000,23,$6000,20
Marreese Speights,LAC,$4200,14,$4000,16,$12,14,$7400,16,$7800,16
Anthony Tolliver,SAC,$3600,20,$3700,18,$10,16,$5000,23,$7300,18
Omri Casspi,SAC,$3800,18,$3300,19,$10,16,$7200,19,$6400,19
Derrick Williams,MIA,$3500,21,$3000,21,$10,16,$7400,16,$6000,20
James Johnson,MIA,$5500,9,$5700,9,$20,10,$9050,13,$11200,9
Julius Randle,LAL,$7100,4,$7200,4,$27,6,$11250,8,$13600,4
Thomas Robinson,LAL,$3900,17,$3100,20,$10,16,$6100,20,$6000,20
Jarell Martin,MEM,$3500,21,$3000,21,$10,16,$5000,23,$6000,20
Zach Randolph,MEM,$5500,9,$5500,12,$18,12,$10950,10,$10900,12
Draymond Green,GSW,$7800,3,$7500,2,$36,3,$16700,2,$13800,2
David West,GSW,$3500,21,$3000,21,$10,16,$6050,21,$6000,20
