Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Blake Griffin,LAC,$8700,2,$8500,2,$41,2,$16500,2,,
Marreese Speights,LAC,$3800,15,$3800,14,$10,15,$6950,16,,
Markieff Morris,WAS,$5000,9,$5200,7,$18,10,$10650,7,,
Jason Smith,WAS,$3500,22,$3000,21,$10,15,$5000,22,,
Pascal Siakam,TOR,$3500,22,$3000,21,$10,15,$5000,22,$6000,14
Patrick Patterson,TOR,$4300,12,$4200,13,$12,13,$8100,11,$8400,10
Serge Ibaka,ORL,$6400,3,$6300,4,$27,3,$11650,5,$12600,2
Arinze Onuaku,ORL,$3500,22,$3000,21,$10,15,$5000,22,$6000,14
Amir Johnson,BOS,$3500,22,$3100,20,$10,15,$6900,17,$6000,14
Jonas Jerebko,BOS,$3600,20,$3000,21,$10,15,$5000,22,$6000,14
Josh McRoberts,MIA,$3800,15,$3200,18,$10,15,$6550,19,$6300,13
Derrick Williams,MIA,$3600,20,$3000,21,$10,15,$7050,15,$6000,14
Trevor Booker,BKN,$5800,6,$5800,5,$24,5,$12250,4,$11500,4
Luis Scola,BKN,$3500,22,$3000,21,$10,15,$5650,21,$6000,14
Richaun Holmes,PHI,$3700,18,$3400,17,$10,15,$6300,20,$6700,12
Ersan Ilyasova,PHI,$5500,8,$5700,6,$20,8,$11000,6,$11300,5
Boris Diaw,UTA,$3500,22,$3000,21,$10,15,$5000,22,$6000,14
Derrick Favors,UTA,$5900,5,$4500,12,$23,6,$10000,8,$8800,9
JaMychal Green,MEM,$5000,9,$4900,9,$22,7,$8650,10,$9700,7
Zach Randolph,MEM,$5700,7,$5000,8,$20,8,$9650,9,$9900,6
Omri Casspi,SAC,$4300,12,$4600,11,$12,13,$7300,14,,
Anthony Tolliver,SAC,$3800,15,$3200,18,$10,15,$5000,22,,
Dwight Powell,DAL,$4100,14,$3800,14,$16,11,$7900,12,,
Anthony Davis,NOP,$11800,1,$10800,1,$57,1,$20000,1,$19200,1
Terrence Jones,NOP,$4800,11,$4700,10,$14,12,$7450,13,$9200,8
LaMarcus Aldridge,SAS,$6200,4,$6400,3,$26,4,$13750,3,$12600,2
David Lee,SAS,$3700,18,$3500,16,$10,15,$6700,18,$6900,11
