Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Paul Millsap,ATL,$8100,4,$7700,4,$40,3,$15200,5,$14300,3
Kris Humphries,ATL,$3500,29,$3000,28,$10,21,$5400,27,$6000,28
Markieff Morris,WAS,$5500,11,$5500,12,$21,11,$11200,12,$10900,12
Jason Smith,WAS,$3500,29,$3000,28,$10,21,$5000,30,$6000,28
Luke Babbitt,MIA,$3700,25,$3200,27,$10,21,$5000,30,$6300,27
Derrick Williams,MIA,$3700,25,$3000,28,$10,21,$7800,21,$6000,28
Pascal Siakam,TOR,$3500,29,$3000,28,$10,21,$5000,30,$6000,28
Patrick Patterson,TOR,$3800,23,$3900,20,$12,19,$6600,25,$7700,20
Marvin Williams,CHA,$5300,13,$5200,14,$21,11,$11550,8,$10200,14
Frank Kaminsky,CHA,$4000,18,$4100,18,$10,21,$8250,18,$8100,18
Trevor Booker,BKN,$5100,14,$4700,16,$16,16,$9150,15,$9200,16
Luis Scola,BKN,$3900,19,$3300,25,$10,21,$5100,29,$6400,25
Blake Griffin,LAC,$8900,2,$8200,2,$43,2,$15450,4,$15100,2
Brandon Bass,LAC,$3700,25,$3000,28,$10,21,$5000,30,$6000,28
JaMychal Green,MEM,$4700,16,$4800,15,$14,17,$9450,14,$9500,15
Zach Randolph,MEM,$5400,12,$5600,11,$26,9,$10950,13,$11100,11
Jared Dudley,PHO,$3800,23,$3400,24,$11,20,$7700,22,$6700,24
Dragan Bender,PHO,$3500,29,$3000,28,$10,21,$5000,30,$6000,28
Anthony Davis,NOP,$11200,1,$10900,1,$54,1,$20250,1,$19500,1
Terrence Jones,NOP,$3900,19,$3500,23,$10,21,$8250,18,$7000,23
Kristaps Porzingis,NYK,$6400,7,$6900,5,$33,6,$15650,3,$13000,5
Taj Gibson,CHI,$5700,10,$5700,10,$18,15,$7150,24,$11200,10
Nikola Mirotic,CHI,$5100,14,$5500,12,$19,13,$11450,9,$10900,12
Al-Farouq Aminu,POR,$4700,16,$4500,17,$19,13,$9150,15,$8800,17
Noah Vonleh,POR,$3500,29,$3000,28,$10,21,$5000,30,$6000,28
Dirk Nowitzki,DAL,$6800,6,$5900,8,$28,7,$12750,6,$11600,8
Dwight Powell,DAL,$3500,29,$3300,25,$10,21,$7850,20,$6400,25
LaMarcus Aldridge,SAS,$7100,5,$6600,6,$34,5,$12400,7,$12300,6
David Lee,SAS,$3900,19,$3600,21,$13,18,$5150,28,$7100,21
Derrick Favors,UTA,$6000,9,$5800,9,$25,10,$11300,11,$11500,9
Trey Lyles,UTA,$3600,28,$3600,21,$10,21,$7300,23,$7100,21
Draymond Green,GSW,$8500,3,$7800,3,$39,4,$17250,2,$14300,3
David West,GSW,$3500,29,$3000,28,$10,21,$6300,26,$6000,28
Julius Randle,LAL,$6100,8,$6100,7,$27,8,$11400,10,$12000,7
Larry Nance,LAL,$3900,19,$4000,19,$10,21,$8350,17,$7800,19
