Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Thaddeus Young,IND,$5400,9,$5900,8,$21,9,$10950,9,,
Lavoy Allen,IND,$3500,18,$3000,16,$10,14,$5000,21,,
Darrell Arthur,DEN,$3600,15,$3000,16,$10,14,$5000,21,,
Nikola Jokic,DEN,$7700,4,$7800,2,$28,6,$13300,5,,
Anthony Davis,NOP,$11800,1,$11800,1,$55,1,$22900,1,$21100,1
Donatas Motiejunas,NOP,$3700,14,$4300,12,$11,13,$7750,12,$8500,10
Trevor Booker,BKN,$5400,9,$5400,10,$22,8,$11350,7,$10600,8
Luis Scola,BKN,$3500,18,$3000,16,$10,14,$5450,18,$6000,14
Taj Gibson,CHI,$5000,11,$5200,11,$18,10,$9900,11,$10200,9
Bobby Portis,CHI,$3600,15,$3000,16,$10,14,$5350,19,$6000,14
Kristaps Porzingis,NYK,$7900,2,$7200,4,$35,3,$15950,2,$13700,3
Julius Randle,LAL,$6600,6,$6600,6,$31,5,$11350,7,$12300,6
Tarik Black,LAL,$3500,18,$3000,16,$10,14,$5150,20,$6000,14
LaMarcus Aldridge,SAS,$7600,5,$7100,5,$33,4,$13950,4,$13300,4
David Lee,SAS,$3600,15,$4100,13,$10,14,$6550,15,$8100,11
Dirk Nowitzki,DAL,$5500,8,$5800,9,$18,10,$10700,10,$11500,7
Dwight Powell,DAL,$3800,13,$3700,14,$12,12,$7750,12,$7400,12
Marquese Chriss,PHO,$3900,12,$3700,14,$10,14,$5550,17,$7300,13
Jared Dudley,PHO,$3500,18,$3000,16,$10,14,$7450,14,$6000,14
Tobias Harris,DET,$6000,7,$6300,7,$25,7,$11400,6,$12500,5
Henry Ellenson,DET,$3500,18,$3000,16,$10,14,$5000,21,$6000,14
Draymond Green,GSW,$7800,3,$7600,3,$36,2,$15400,3,$14000,2
David West,GSW,$3500,18,$3000,16,$10,14,$6000,16,$6000,14
