Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Paul Millsap,ATL,$8000,2,$7900,2,$40,2,$13650,3,$14600,2
Kris Humphries,ATL,$3500,17,$3000,18,$10,14,$5000,20,$6000,17
Kevin Love,CLE,$7300,3,$7300,3,$33,3,$14450,2,$13700,3
Channing Frye,CLE,$3700,15,$3200,15,$11,13,$6500,18,$6300,15
Gorgui Dieng,MIN,$6000,5,$6500,5,$29,4,$12700,5,$12400,5
Adreian Payne,MIN,$3500,17,$3000,18,$10,14,$5000,20,$6000,17
Trevor Booker,BKN,$5300,8,$4900,9,$16,10,$9050,10,$9800,9
Luis Scola,BKN,$3800,13,$3200,15,$10,14,$5100,19,$6300,15
Nikola Jokic,DEN,$5400,6,$5700,6,$27,5,$12800,4,$11300,6
Kenneth Faried,DEN,$5100,9,$4700,11,$18,9,$8700,11,$9200,11
JaMychal Green,MEM,$4400,12,$4300,12,$14,11,$9500,9,$8400,12
Zach Randolph,MEM,$5400,6,$5500,7,$26,7,$10600,7,$10800,7
Jared Dudley,PHO,$3700,15,$3100,17,$10,14,$6900,16,$6000,17
Dragan Bender,PHO,$3500,17,$3000,18,$10,14,$5000,20,$6000,17
Al-Farouq Aminu,POR,$4800,10,$4800,10,$19,8,$9950,8,$9500,10
Meyers Leonard,POR,$3500,17,$3000,18,$10,14,$7500,14,$6000,17
Anthony Davis,NOP,$10800,1,$11000,1,$55,1,$21100,1,$19600,1
Terrence Jones,NOP,$4700,11,$5200,8,$10,14,$8700,11,$10200,8
Omri Casspi,SAC,$3500,17,$3600,14,$14,11,$7600,13,$7100,14
Skal Labissiere,SAC,$3500,17,$3000,18,$10,14,$5000,20,$6000,17
Quincy Acy,DAL,$3500,17,$3000,18,$10,14,$5000,20,$6000,17
Dwight Powell,DAL,$3800,13,$3900,13,$10,14,$7350,15,$7700,13
Julius Randle,LAL,$6300,4,$6700,4,$27,5,$11850,6,$12600,4
Thomas Robinson,LAL,$3500,17,$3000,18,$10,14,$6850,17,$6000,17
