Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Marvin Williams,CHA,$4300,11,$4400,11,$15,12,$9650,8,$8700,12
Frank Kaminsky,CHA,$4300,11,$4000,13,$17,11,$8200,14,$7800,13
Markieff Morris,WAS,$5000,9,$5400,8,$20,6,$10850,6,$10600,8
Jason Smith,WAS,$3500,19,$3000,18,$10,17,$5000,20,$6000,18
Thaddeus Young,IND,$4900,10,$5000,10,$19,10,$10100,7,$9800,10
Lavoy Allen,IND,$3500,19,$3000,18,$10,17,$5000,20,$6000,18
Josh McRoberts,MIA,$4000,15,$3700,17,$11,16,$6150,18,$7300,17
Derrick Williams,MIA,$3800,18,$3000,18,$10,17,$6500,16,$6000,18
Pascal Siakam,TOR,$3500,19,$3000,18,$10,17,$5000,20,$6000,18
Patrick Patterson,TOR,$4300,11,$4000,13,$12,13,$8750,12,$7800,13
Ersan Ilyasova,PHI,$5600,7,$6000,4,$20,6,$9000,10,$11900,4
Dario Saric,PHI,$4300,11,$4400,11,$12,13,$8100,15,$8800,11
Marreese Speights,LAC,$3900,16,$3800,15,$10,17,$6450,17,$7400,15
Blake Griffin,LAC,$9100,1,$8500,1,$41,1,$17150,1,$15700,1
Serge Ibaka,ORL,$6200,4,$6400,3,$27,3,$12250,4,$12600,3
Arinze Onuaku,ORL,$3500,19,$3000,18,$10,17,$5000,20,$6000,18
Julius Randle,LAL,$6400,3,$5900,5,$27,3,$12350,3,$11600,5
Larry Nance,LAL,$3900,16,$3800,15,$12,13,$8450,13,$7400,15
Trevor Booker,BKN,$5900,5,$5900,5,$22,5,$11050,5,$11600,5
Luis Scola,BKN,$3500,19,$3000,18,$10,17,$5100,19,$6000,18
Kevin Love,CLE,$8000,2,$7800,2,$38,2,$14850,2,$14300,2
JaMychal Green,MEM,$5500,8,$5800,7,$20,6,$9000,10,$11600,5
Zach Randolph,MEM,$5700,6,$5200,9,$20,6,$9550,9,$10200,9
