Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Draymond Green,GSW,$7200,2,$7700,1,$36,1,$17350,1,$14300,1
David West,GSW,$3600,17,$3000,20,$10,13,$6350,17,$6000,20
Dario Saric,PHI,$7000,3,$7600,2,$22,6,$10650,8,$14000,2
Richaun Holmes,PHI,$4100,12,$4500,12,$10,13,$5900,19,$8800,12
Michael Beasley,MIL,$5500,8,$5200,9,$14,11,$7350,12,$10200,9
Thon Maker,MIL,$3500,20,$3200,19,$10,13,$5000,21,$6300,19
Channing Frye,CLE,$5300,10,$5300,8,$14,11,$8500,10,$10500,8
Derrick Williams,CLE,$4000,14,$3600,14,$10,13,$6750,15,$7100,14
Serge Ibaka,TOR,$5900,6,$6200,4,$27,3,$12050,4,$12300,4
Patrick Patterson,TOR,$3600,17,$3300,18,$10,13,$7100,13,$6400,18
Paul Millsap,ATL,$7400,1,$7200,3,$35,2,$15300,2,$13600,3
Kris Humphries,ATL,$3500,20,$3000,20,$10,13,$5000,21,$6000,20
Amir Johnson,BOS,$3500,20,$3500,15,$10,13,$7850,11,$7000,15
Jonas Jerebko,BOS,$3500,20,$3000,20,$10,13,$5000,21,$6000,20
Thaddeus Young,IND,$5400,9,$4900,11,$23,5,$11900,5,$9700,11
Lavoy Allen,IND,$3700,15,$3000,20,$10,13,$5350,20,$6000,20
Ryan Anderson,HOU,$4800,11,$5000,10,$19,7,$10300,9,$9800,10
Montrezl Harrell,HOU,$3700,15,$3400,16,$10,13,$6900,14,$6700,16
James Johnson,MIA,$6100,5,$6000,5,$24,4,$10900,7,$11900,5
Udonis Haslem,MIA,$3500,20,$3000,20,$10,13,$5000,21,$6000,20
Dirk Nowitzki,DAL,$6200,4,$5600,6,$18,9,$12250,3,$11200,6
Dwight Powell,DAL,$3500,20,$3000,20,$10,13,$6450,16,$6000,20
Gorgui Dieng,MIN,$5900,6,$5500,7,$19,7,$11800,6,$10900,7
Jordan Hill,MIN,$3500,20,$3000,20,$10,13,$5000,21,$6000,20
Anthony Tolliver,SAC,$4100,12,$3900,13,$16,10,$5950,18,$7700,13
Skal Labissiere,SAC,$3600,17,$3400,16,$10,13,$5000,21,$6600,17
