Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Trevor Booker,BKN,$5800,6,$5800,4,$22,5,$10750,6,,
Luis Scola,BKN,$3500,22,$3000,22,$10,16,$5000,26,,
Jabari Parker,MIL,$6400,3,$6400,3,$28,2,$12900,2,,
Thon Maker,MIL,$3500,22,$3000,22,$10,16,$5000,26,,
Gorgui Dieng,MIN,$6000,4,$5700,5,$23,4,$12150,4,$11300,3
Adreian Payne,MIN,$3500,22,$3000,22,$10,16,$5000,26,$6000,20
Frank Kaminsky,CHA,$4300,13,$4300,12,$17,10,$7950,15,$8400,12
Amir Johnson,BOS,$3600,19,$3400,21,$10,16,$8800,12,$6700,19
Jonas Jerebko,BOS,$3500,22,$3000,22,$10,16,$5650,25,$6000,20
Ersan Ilyasova,PHI,$4600,11,$4700,11,$16,12,$8900,11,$9200,9
Richaun Holmes,PHI,$3800,17,$3900,17,$10,16,$6200,22,$7700,15
Mike Muscala,ATL,$3900,16,$4200,15,$10,16,$5900,24,$8400,12
Kris Humphries,ATL,$3500,22,$3000,22,$10,16,$5000,26,$6000,20
Pascal Siakam,TOR,$3500,22,$3000,22,$10,16,$5000,26,$6000,20
Patrick Patterson,TOR,$4400,12,$4200,15,$12,15,$7450,18,$8300,14
Julius Randle,LAL,$6600,2,$6500,2,$27,3,$12500,3,$12300,2
Thomas Robinson,LAL,$3500,22,$3000,22,$10,16,$6250,20,$6000,20
JaMychal Green,MEM,$4700,10,$5100,8,$16,12,$9100,10,$10100,6
Zach Randolph,MEM,$5400,8,$5000,9,$22,5,$11550,5,$9800,7
Taj Gibson,CHI,$5800,6,$5500,6,$20,7,$10550,8,$10800,4
Nikola Mirotic,CHI,$4200,14,$4300,12,$17,10,$10700,7,$8500,10
Dwight Powell,DAL,$3600,19,$3700,18,$10,16,$7850,16,$7300,16
Kenneth Faried,DEN,$5900,5,$5200,7,$20,7,$8800,12,$10200,5
Nikola Jokic,DEN,$5100,9,$4900,10,$19,9,$9200,9,$9800,7
Boris Diaw,UTA,$3500,22,$3000,22,$10,16,$5000,26,$6000,20
Trey Lyles,UTA,$4200,14,$4300,12,$14,14,$8300,14,$8500,10
Luke Babbitt,MIA,$3500,22,$3000,22,$10,16,$5000,26,$6000,20
Josh McRoberts,MIA,$3500,22,$3000,22,$10,16,$6250,20,$6000,20
Ed Davis,POR,$3600,19,$3600,19,$10,16,$6350,19,$7100,17
Noah Vonleh,POR,$3500,22,$3000,22,$10,16,$5000,26,$6000,20
Marquese Chriss,PHO,$3500,22,$3000,22,$10,16,$5000,26,$6000,20
Jared Dudley,PHO,$3800,17,$3600,19,$10,16,$7850,16,$7000,18
Draymond Green,GSW,$8000,1,$8200,1,$36,1,$16750,1,$15100,1
David West,GSW,$3500,22,$3000,22,$10,16,$6050,23,$6000,20
