Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Derrick Favors,UTA,$7000,5,$6700,4,$29,4,$13000,5,,
Boris Diaw,UTA,$3500,23,$3300,18,$10,17,$5000,22,,
Blake Griffin,LAC,$8600,1,$8700,1,$41,1,$14800,2,,
Marreese Speights,LAC,$3700,19,$3200,19,$10,17,$5000,22,,
LaMarcus Aldridge,SAS,$7600,3,$7100,3,$36,3,$13650,3,$13300,2
David Lee,SAS,$4100,15,$3200,19,$13,13,$5450,21,$6300,16
Derrick Williams,MIA,$5000,12,$3600,14,$12,14,$7600,16,$7000,13
Udonis Haslem,MIA,$3500,23,$3000,22,$10,17,$5000,22,$6000,17
Draymond Green,GSW,$8300,2,$7500,2,$39,2,$16450,1,$13800,1
David West,GSW,$3500,23,$3000,22,$11,16,$6800,17,$6000,17
Jared Dudley,PHO,$3800,18,$3600,14,$12,14,$7800,14,$7100,12
Dragan Bender,PHO,$3600,21,$3000,22,$10,17,$5000,22,$6000,17
Jabari Parker,MIL,$6000,8,$6200,5,$28,6,$10950,10,$12300,3
John Henson,MIL,$3600,21,$3000,22,$10,17,$5850,19,$6000,17
Tobias Harris,DET,$6200,6,$5900,8,$29,4,$12850,6,$11600,6
Jon Leuer,DET,$4100,15,$3400,17,$10,17,$5550,20,$6700,15
Julius Randle,LAL,$6200,6,$6100,6,$27,9,$10800,12,$12000,4
Thomas Robinson,LAL,$3700,19,$3000,22,$10,17,$7750,15,$6000,17
Domantas Sabonis,OKC,$3900,17,$3600,14,$10,17,$5000,22,$7000,13
Enes Kanter,OKC,$5000,12,$5600,11,$21,11,$13050,4,$11100,10
Markieff Morris,WAS,$5600,11,$5600,11,$19,12,$11450,9,$11200,9
Jason Smith,WAS,$3500,23,$3100,21,$10,17,$5000,22,$6000,17
JaMychal Green,MEM,$5000,12,$4700,13,$10,17,$9150,13,$9200,11
Zach Randolph,MEM,$6000,8,$5800,10,$28,6,$10950,10,$11600,6
Dirk Nowitzki,DAL,$7100,4,$6000,7,$28,6,$12150,8,$11900,5
Quincy Acy,DAL,$3500,23,$3000,22,$10,17,$5000,22,$6000,17
Ryan Anderson,HOU,$5900,10,$5900,8,$23,10,$12650,7,$11600,6
Montrezl Harrell,HOU,$3500,23,$3000,22,$10,17,$5900,18,$6000,17
