Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Marvin Williams,CHA,$5100,7,$5000,7,$19,7,$10000,8,,
Frank Kaminsky,CHA,$4000,10,$3900,11,$10,11,$7050,11,,
Kevin Love,CLE,$7500,2,$7600,2,$33,2,$14400,2,,
Channing Frye,CLE,$3700,12,$3400,12,$11,10,$6550,12,,
Julius Randle,LAL,$6300,3,$6400,3,$27,3,$11250,6,$12600,2
Thomas Robinson,LAL,$3500,15,$3000,14,$10,11,$5800,15,$6000,10
Gorgui Dieng,MIN,$6000,4,$6200,4,$27,3,$13000,4,$12300,3
Adreian Payne,MIN,$3500,15,$3000,14,$10,11,$5000,16,$6000,10
Serge Ibaka,ORL,$5200,5,$5100,6,$23,6,$10350,7,$10100,5
Arinze Onuaku,ORL,$3500,15,$3000,14,$10,11,$5000,16,$6000,10
Domantas Sabonis,OKC,$4000,10,$4000,10,$10,11,$5900,14,$7800,8
Enes Kanter,OKC,$5000,9,$4800,9,$19,7,$11650,5,$9400,7
Marquese Chriss,PHO,$3500,15,$3300,13,$10,11,$5000,16,$6400,9
Dragan Bender,PHO,$3500,15,$3000,14,$10,11,$5000,16,$6000,10
Draymond Green,GSW,$8400,1,$8000,1,$39,1,$17000,1,$14700,1
David West,GSW,$3500,15,$3000,14,$10,11,$6000,13,$6000,10
Kenneth Faried,DEN,$5100,7,$5000,7,$18,9,$9850,9,$9800,6
Nikola Jokic,DEN,$5200,5,$5200,5,$25,5,$13700,3,$10200,4
Meyers Leonard,POR,$3600,14,$3000,14,$10,11,$7100,10,$6000,10
Noah Vonleh,POR,$3700,12,$3000,14,$10,11,$5000,16,$6000,10
