Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Serge Ibaka,ORL,$6300,8,$6200,8,$25,8,$13200,7,$12300,8
Arinze Onuaku,ORL,$3500,25,$3000,28,$10,23,$5000,29,$6000,26
Ersan Ilyasova,PHI,$4600,16,$4700,15,$16,18,$8500,17,$9200,15
Dario Saric,PHI,$3800,22,$4000,21,$11,22,$8500,17,$7800,21
Gorgui Dieng,MIN,$6000,9,$5900,9,$23,11,$12000,8,$11600,9
Adreian Payne,MIN,$3500,25,$3000,28,$10,23,$5000,29,$6000,26
Kristaps Porzingis,NYK,$7900,4,$7900,4,$35,4,$15200,4,$14700,3
Julius Randle,LAL,$6600,6,$6800,6,$27,7,$11800,9,$12700,6
Thomas Robinson,LAL,$3500,25,$3100,26,$10,23,$6450,25,$6000,26
Pascal Siakam,TOR,$3500,25,$3100,26,$10,23,$5000,29,$6000,26
Patrick Patterson,TOR,$4400,18,$4200,20,$12,21,$7700,23,$8400,20
Omri Casspi,SAC,$3500,25,$3000,28,$10,23,$7700,23,$6000,26
Anthony Tolliver,SAC,$3500,25,$3000,28,$10,23,$5000,29,$6000,26
Amir Johnson,BOS,$3600,23,$3400,24,$10,23,$8100,22,$6700,24
Jonas Jerebko,BOS,$3500,25,$3000,28,$10,23,$5650,28,$6000,26
Tobias Harris,DET,$5700,12,$5900,9,$25,8,$11650,10,$11600,9
Jon Leuer,DET,$4500,17,$4400,19,$15,19,$8400,19,$8700,19
Paul Millsap,ATL,$7500,5,$7200,5,$33,5,$14800,5,$13600,5
Kris Humphries,ATL,$3500,25,$3000,28,$10,23,$5000,29,$6000,26
Blake Griffin,LAC,$9000,2,$8500,2,$41,2,$18000,2,$15600,2
Brandon Bass,LAC,$3500,25,$3000,28,$10,23,$5000,29,$6000,26
Anthony Davis,NOP,$12300,1,$11700,1,$56,1,$21900,1,$20900,1
Terrence Jones,NOP,$4700,15,$4600,16,$18,16,$8250,21,$9100,16
Kevin Love,CLE,$8300,3,$8000,3,$41,2,$16150,3,$14700,3
Channing Frye,CLE,$3900,21,$3600,23,$13,20,$8300,20,$7000,23
Taj Gibson,CHI,$5800,11,$5700,11,$20,12,$9200,16,$11200,11
Nikola Mirotic,CHI,$4200,20,$4600,16,$17,17,$10100,13,$9100,16
Markieff Morris,WAS,$4800,14,$5000,14,$24,10,$9550,15,$9800,14
Jason Smith,WAS,$3500,25,$3000,28,$10,23,$5000,29,$6000,26
LaMarcus Aldridge,SAS,$6600,6,$6300,7,$28,6,$13450,6,$12600,7
David Lee,SAS,$3600,23,$3700,22,$10,23,$5900,26,$7300,22
Ryan Anderson,HOU,$4400,18,$4600,16,$19,14,$11200,11,$9100,16
Montrezl Harrell,HOU,$3500,25,$3300,25,$10,23,$5900,26,$6400,25
Kenneth Faried,DEN,$5900,10,$5600,12,$20,12,$9800,14,$11200,11
Nikola Jokic,DEN,$5100,13,$5200,13,$19,14,$10250,12,$10200,13
