Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Terrence Jones,NOP,$5500,16,$5500,15,$18,17,$10600,13,$10800,15
Anthony Davis,NOP,$11200,1,$10400,1,$51,1,$19950,1,$18600,1
Markieff Morris,WAS,$7200,7,$6900,6,$27,7,$12600,7,$13000,7
Jason Smith,WAS,$3500,28,$3000,27,$10,26,$5400,27,$6000,26
Serge Ibaka,ORL,$6200,10,$6200,10,$25,10,$11950,8,$12300,10
Paul Millsap,ATL,$7900,3,$7500,4,$35,5,$16350,3,$13800,5
Kris Humphries,ATL,$3500,28,$3000,27,$10,26,$5000,28,$6000,26
Jon Leuer,DET,$4600,20,$4000,24,$15,20,$8000,21,$7800,22
Tobias Harris,DET,$5900,14,$5500,15,$23,13,$11150,11,$10800,15
Thaddeus Young,IND,,,$5400,17,$23,13,$9950,14,$10600,17
Lavoy Allen,IND,$3500,28,$3000,27,$10,26,,,$6000,26
Dario Saric,PHI,$4400,23,$4800,21,$11,23,$8350,20,,
Ersan Ilyasova,PHI,$6100,11,$6500,9,$24,11,,,$12400,9
Derrick Williams,MIA,$3500,28,$3000,27,$10,26,$6650,23,$6000,26
James Johnson,MIA,$6100,11,$5800,12,$24,11,$11150,11,$11600,11
Kevin Love,CLE,,,$8000,3,$38,2,$14850,4,$14700,3
Channing Frye,CLE,$4500,21,$5100,18,$11,23,,,$10100,19
Kristaps Porzingis,NYK,$6600,9,$6700,7,$27,7,$11950,8,$12600,8
JaMychal Green,MEM,$4400,23,,,$12,22,$9100,18,$7700,23
Zach Randolph,MEM,$6100,11,$5600,13,$26,9,$11750,10,$11100,14
Gorgui Dieng,MIN,$5500,16,$5100,18,$19,16,,,$10200,18
Adreian Payne,MIN,$3500,28,$3000,27,$10,26,$5000,28,$6000,26
Kenneth Faried,DEN,$6900,8,$5600,13,$20,15,$9550,16,$11200,13
Nikola Jokic,DEN,$10300,2,$8900,2,$36,3,,,$16400,2
LaMarcus Aldridge,SAS,$7800,4,$6700,7,$33,6,$13400,6,,
David Lee,SAS,$5600,15,$5900,11,$17,18,$9050,19,$11600,11
Jabari Parker,MIL,$7400,6,$7000,5,,,$14050,5,$13300,6
Thon Maker,MIL,$3700,26,$3000,27,$10,26,$5000,28,$6000,26
Marquese Chriss,PHO,$3800,25,$3600,25,$10,26,$5950,24,$7000,25
Jared Dudley,PHO,$3500,28,$3000,27,,,$5950,24,$6000,26
Marvin Williams,CHA,$5000,18,$4300,22,$15,20,$9300,17,,
Frank Kaminsky,CHA,$4500,21,$4200,23,$11,23,$7400,22,$8400,21
Derrick Favors,UTA,$4700,19,$4900,20,$17,18,$9600,15,$9800,20
Trey Lyles,UTA,$3500,28,$3000,27,$10,26,,,$6000,26
Draymond Green,GSW,$7800,4,,,$36,3,$16550,2,$14700,3
Kevon Looney,GSW,$3500,28,$3000,27,$10,26,$5000,28,$6000,26
Anthony Tolliver,SAC,$3700,26,$3600,25,$10,26,$5550,26,$7100,24
Skal Labissiere,SAC,,,$3000,27,$10,26,$5000,28,$6000,26
