Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Patrick Patterson,TOR,$3900,17,$3600,16,$12,14,$7450,20,$7000,17
Lucas Nogueira,TOR,$4100,16,$3900,14,$10,17,$7550,19,$7700,14
Serge Ibaka,ORL,$6000,5,$6200,2,$25,4,$11250,8,$12300,2
Thaddeus Young,IND,$5500,7,$5400,6,$23,5,$11500,5,$10600,6
Kevin Seraphin,IND,$3500,25,$3000,25,$10,17,$5000,28,$6000,24
Luis Scola,BKN,$3500,25,$3000,25,$10,17,$5000,28,$6000,24
Trevor Booker,BKN,$5000,11,$4600,12,$18,9,$9200,13,$9100,12
Gorgui Dieng,MIN,$5500,7,$5300,9,$19,7,$11300,7,$10500,9
Adreian Payne,MIN,$3500,25,$3000,25,$10,17,$5000,28,$6000,24
Jon Leuer,DET,$4600,13,$4000,13,$17,12,$7900,15,$7800,13
Tobias Harris,DET,$5900,6,$5500,5,$23,5,$11900,2,$10900,5
Taj Gibson,CHI,$4800,12,$4700,11,$18,9,$9700,11,$9200,11
Nikola Mirotic,CHI,$3600,23,$3600,16,$12,14,$9450,12,$7000,17
Ryan Anderson,HOU,$5400,10,$5400,6,$17,12,$11400,6,$10600,6
Montrezl Harrell,HOU,$4400,14,$3500,20,$10,17,$7600,18,$7000,17
Julius Randle,LAL,$6300,3,$6000,3,$28,2,$11650,4,$11900,3
Thomas Robinson,LAL,$3500,25,$3000,25,$10,17,$5550,27,$6000,24
Jonas Jerebko,BOS,$3500,25,$3100,24,$10,17,$6150,22,$6000,24
Amir Johnson,BOS,$3700,19,$3600,16,$10,17,$7800,16,$7000,17
JaMychal Green,MEM,$4400,14,$3900,14,$12,14,$9050,14,$7700,14
Zach Randolph,MEM,$6100,4,$5400,6,$26,3,$11200,9,$10600,6
Domantas Sabonis,OKC,$3500,25,$3200,23,$10,17,$5650,26,$6300,23
Nick Collison,OKC,$3500,25,$3000,25,$10,17,$5000,28,$6000,24
Jabari Parker,MIL,$7400,1,$7300,1,$35,1,$13800,1,$13700,1
Thon Maker,MIL,$3700,19,$3000,25,$10,17,$5000,28,$6000,24
Kenneth Faried,DEN,$6900,2,$6000,3,$19,7,$10600,10,$11900,3
Johnny O'Bryant,DEN,,,$3000,25,$10,17,$5000,28,$6000,24
Marquese Chriss,PHO,$3800,18,$3600,16,$10,17,$6300,21,$7100,16
Jared Dudley,PHO,$3500,25,$3000,25,$10,17,$5950,23,$6000,24
Anthony Tolliver,SAC,$3700,19,$3500,20,$10,17,$5800,25,$6900,21
Skal Labissiere,SAC,$3500,25,$3000,25,$10,17,$5000,28,$6000,24
Dirk Nowitzki,DAL,$5500,7,$5200,10,$18,9,$11800,3,$10200,10
Dwight Powell,DAL,$3700,19,$3500,20,$10,17,$7800,16,$6900,21
Noah Vonleh,POR,$3500,25,$3000,25,$10,17,$5000,28,$6000,24
Meyers Leonard,POR,$3600,23,$3000,25,$10,17,$5850,24,$6000,24
