Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Ersan Ilyasova,PHI,$5900,6,$6300,6,$20,7,$11250,8,,
Dario Saric,PHI,$4100,15,$4500,13,$10,14,$8900,12,,
Trevor Booker,BKN,$5500,8,$6000,8,$22,6,$12100,6,,
Luis Scola,BKN,$3500,21,$3000,21,$10,14,$5600,23,,
Markieff Morris,WAS,$4900,11,$5000,11,$18,11,$11500,7,,
Jason Smith,WAS,$3600,20,$3000,21,$10,14,$5000,24,,
Jabari Parker,MIL,$7100,4,$7300,3,$34,3,$13250,3,,
Thon Maker,MIL,$3500,21,$3000,21,$10,14,$5000,24,,
Derrick Williams,MIA,$3500,21,$3000,21,$10,14,$6700,20,,
James Johnson,MIA,$5600,7,$6200,7,$20,7,$8200,14,,
Brandon Bass,LAC,$3500,21,$3000,21,$10,14,$5000,24,,
Marreese Speights,LAC,$4200,14,$4000,15,$10,14,$7100,17,,
Ryan Anderson,HOU,$5400,10,$5400,10,$19,10,$10700,9,$10600,6
Pascal Siakam,TOR,$3500,21,$3000,21,$10,14,$5000,24,$6000,13
Derrick Favors,UTA,$4300,12,$4900,12,$15,13,$9800,10,$9700,7
Trey Lyles,UTA,$3500,21,$3100,20,$10,14,$7500,15,$6000,13
JaMychal Green,MEM,$4300,12,$4500,13,$16,12,$8650,13,$8800,8
Zach Randolph,MEM,$5500,8,$5700,9,$20,7,$9750,11,$11200,5
Kevin Love,CLE,$8200,1,$8000,1,$42,1,$16700,2,$14700,1
Channing Frye,CLE,$3800,17,$4000,15,$10,14,$7050,18,$7800,9
Marquese Chriss,PHO,$3700,19,$3500,17,$10,14,$5000,24,$7000,10
Jared Dudley,PHO,$3500,21,$3000,21,$10,14,$7050,18,$6000,13
Draymond Green,GSW,$8000,2,$7500,2,$36,2,$17900,1,$13800,2
David West,GSW,$3500,21,$3000,21,$10,14,$6600,21,$6000,13
Omri Casspi,SAC,$3800,17,$3000,21,$10,14,$7350,16,$6000,13
Anthony Tolliver,SAC,$3500,21,$3300,19,$10,14,$5000,24,$6400,12
Serge Ibaka,ORL,$6600,5,$6700,5,$29,5,$13000,4,$12600,4
Julius Randle,LAL,$7300,3,$7000,4,$30,4,$12550,5,$13300,3
Thomas Robinson,LAL,$4000,16,$3400,18,$10,14,$6450,22,$6700,11
