Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Pascal Siakam,TOR,$3700,27,$3200,29,$10,22,$5000,34,$6300,29
Patrick Patterson,TOR,$3600,31,$3800,20,$12,19,$6700,27,$7400,20
Markieff Morris,WAS,$5800,9,$5800,9,$21,11,$11450,13,$11500,10
Jason Smith,WAS,$3500,35,$3000,33,$10,22,$5000,34,$6000,32
Dario Saric,PHI,$3900,21,$4500,17,$15,16,$8150,19,$8800,17
Richaun Holmes,PHI,$3500,35,$3700,22,$10,22,$5000,34,$7300,22
Marvin Williams,CHA,$5300,13,$5000,14,$21,11,$11600,11,$9900,14
Frank Kaminsky,CHA,$3900,21,$4000,19,$10,22,$8750,17,$7800,19
Julius Randle,LAL,$6200,7,$6300,6,$27,7,$11650,10,$12500,6
Larry Nance,LAL,$3700,27,$3100,32,$10,22,$8100,20,$6000,32
Paul Millsap,ATL,$8400,3,$8000,3,$40,3,$16450,2,$14700,3
Kris Humphries,ATL,$3600,31,$3000,33,$10,22,$5750,30,$6000,32
Tobias Harris,DET,$6200,7,$6100,7,$29,5,$12800,6,$12000,7
Jon Leuer,DET,$4100,18,$3800,20,$10,22,$6050,28,$7400,20
Trevor Booker,BKN,$5300,13,$5000,14,$14,17,$9050,16,$9800,15
Luis Scola,BKN,$4100,18,$3400,25,$10,22,$5050,33,$6700,25
Ryan Anderson,HOU,$5500,12,$5800,9,$23,10,$12050,9,$11600,8
Montrezl Harrell,HOU,$3500,35,$3000,33,$10,22,$5900,29,$6000,32
Kristaps Porzingis,NYK,$6800,5,$7200,4,$33,4,$15350,4,$13700,4
Anthony Davis,NOP,$10700,1,$10900,1,$53,1,$19250,1,$19500,1
Terrence Jones,NOP,$3800,25,$3600,23,$10,22,$7650,23,$7000,23
JaMychal Green,MEM,$5000,15,$4700,16,$12,19,$9600,15,$9200,16
Zach Randolph,MEM,$5800,9,$5900,8,$26,9,$12200,8,$11600,8
Taj Gibson,CHI,$5600,11,$5600,12,$18,15,$7350,24,$11100,12
Nikola Mirotic,CHI,$4900,16,$5100,13,$19,13,$12600,7,$10200,13
Amir Johnson,BOS,$4000,20,$3400,25,$14,17,$8300,18,$6700,25
Jonas Jerebko,BOS,$3900,21,$3000,33,$10,22,$5500,31,$6000,32
Dirk Nowitzki,DAL,$7100,4,$5700,11,$28,6,$11500,12,$11300,11
Dwight Powell,DAL,$3700,27,$3200,29,$10,22,$6800,26,$6300,29
Derrick Favors,UTA,$6800,5,$6400,5,$27,7,$13000,5,$12700,5
Trey Lyles,UTA,$3600,31,$3400,25,$10,22,$8000,21,$6700,25
Al-Farouq Aminu,POR,$4600,17,$4400,18,$19,13,$9750,14,$8700,18
Meyers Leonard,POR,$3500,35,$3000,33,$10,22,$7850,22,$6000,32
Jared Dudley,PHO,$3800,25,$3500,24,$11,21,$7000,25,$7000,23
Dragan Bender,PHO,$3600,31,$3000,33,$10,22,$5000,34,$6000,32
Domantas Sabonis,OKC,$3900,21,$3300,28,$10,22,$5000,34,$6400,28
Nick Collison,OKC,$3500,35,$3000,33,$10,22,$5000,34,$6000,32
Blake Griffin,LAC,$9100,2,$8600,2,$41,2,$15550,3,$15900,2
Marreese Speights,LAC,$3700,27,$3200,29,$10,22,$5200,32,$6300,29
