Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Ersan Ilyasova,PHI,$5600,3,$5600,3,$26,3,$10800,5,$11100,4
Richaun Holmes,PHI,$3600,12,$3900,9,$10,10,$6300,14,$7700,9
Serge Ibaka,ORL,$6000,2,$6800,2,$27,2,$13350,2,$12700,2
Ryan Anderson,HOU,$4800,8,$4900,8,$19,4,$11450,4,$9800,7
Montrezl Harrell,HOU,$4300,9,$3400,10,$10,10,$6900,11,$6600,11
Marvin Williams,CHA,$5400,5,$5100,5,$15,6,$11950,3,$10100,5
Frank Kaminsky,CHA,$4900,7,$5600,3,$13,8,$8300,8,$11200,3
Kevin Love,CLE,$8900,1,$8700,1,$38,1,$14900,1,$16000,1
Channing Frye,CLE,$4300,9,$3400,10,$11,9,$7300,10,$6700,10
Domantas Sabonis,OKC,$3500,13,$3100,13,$10,10,$5000,16,$6000,13
Nick Collison,OKC,$3500,13,$3000,14,$10,10,$5000,16,$6000,13
Derrick Favors,UTA,$5300,6,$5000,6,$15,6,$9500,7,$9800,7
Trey Lyles,UTA,$3500,13,$3000,14,$10,10,$6800,12,$6000,13
Dirk Nowitzki,DAL,$5600,3,$5000,6,$16,5,$10100,6,$9900,6
Dwight Powell,DAL,$3500,13,$3000,14,$10,10,$6350,13,$6000,13
Amir Johnson,BOS,$3700,11,$3200,12,$10,10,$7850,9,$6300,12
Jonas Jerebko,BOS,$3500,13,$3000,14,$10,10,$5000,16,$6000,13
Noah Vonleh,POR,$3500,13,$3000,14,$10,10,$5000,16,$6000,13
Meyers Leonard,POR,$3500,13,$3000,14,$10,10,$6100,15,$6000,13
