Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Serge Ibaka,ORL,$5200,10,$5300,10,$23,9,$11000,8,$10500,10
Arinze Onuaku,ORL,$3500,24,$3000,23,$10,17,$5000,27,$6000,23
Thaddeus Young,IND,$5400,8,$5400,9,$25,7,$10600,9,$10600,9
Kevin Seraphin,IND,$3500,24,$3000,23,$10,17,$5000,27,$6000,23
Quincy Acy,DAL,$3500,24,$3000,23,$10,17,$5000,27,$6000,23
Dwight Powell,DAL,$4100,15,$4300,15,$10,17,$7150,17,$8500,15
Kristaps Porzingis,NYK,$6800,4,$6900,3,$33,3,$15100,3,$13000,3
Domantas Sabonis,OKC,$4000,17,$4200,17,$10,17,$5750,22,$8400,16
Nick Collison,OKC,$3500,24,$3000,23,$10,17,$5000,27,$6000,23
Tobias Harris,DET,$5800,6,$5900,6,$27,5,$11400,6,$11600,6
Jon Leuer,DET,$4400,12,$4700,13,$13,14,$6200,20,$9200,13
Amir Johnson,BOS,$4200,14,$4500,14,$16,12,$8900,13,$8800,14
Jonas Jerebko,BOS,$3500,24,$3000,23,$10,17,$5200,26,$6000,23
Anthony Davis,NOP,$11500,1,$11300,1,$55,1,$21050,1,$20100,1
Terrence Jones,NOP,$4300,13,$4300,15,$12,16,$8350,14,$8400,16
Dario Saric,PHI,$4100,15,$4900,12,$13,14,$9100,12,$9800,11
Richaun Holmes,PHI,$3800,19,$3900,18,$10,17,$5250,25,$7700,18
Ryan Anderson,HOU,$5100,11,$5600,7,$23,9,$13150,5,$11200,7
Montrezl Harrell,HOU,$3500,24,$3000,23,$10,17,$5900,21,$6000,23
Luke Babbitt,MIA,$3500,24,$3000,23,$10,17,$5000,27,$6000,23
Derrick Williams,MIA,$3600,21,$3000,23,$10,17,$6450,18,$6000,23
LaMarcus Aldridge,SAS,$7200,3,$6700,4,$32,4,$13250,4,$12600,4
David Lee,SAS,$3500,24,$3800,19,$10,17,$5700,23,$7400,19
JaMychal Green,MEM,$4000,17,$3600,21,$14,13,$7800,15,$7000,21
Zach Randolph,MEM,$5400,8,$5000,11,$24,8,$9800,10,$9800,11
Derrick Favors,UTA,$6800,4,$6000,5,$27,5,$11250,7,$11900,5
Trey Lyles,UTA,$3600,21,$3300,22,$10,17,$7700,16,$6400,22
Trevor Booker,BKN,$5600,7,$5500,8,$18,11,$9800,10,$10900,8
Luis Scola,BKN,$3700,20,$3000,23,$10,17,$5400,24,$6000,23
Blake Griffin,LAC,$8700,2,$8400,2,$41,2,$17300,2,$15500,2
Marreese Speights,LAC,$3600,21,$3700,20,$10,17,$6250,19,$7300,20
