Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,36.26,30.4,9.9,10.4,1.5,0.3,5.1,56.4,$12100,4.66
James Harden,SG,37.56,27.9,7.6,10.7,1.5,0.4,5.3,51.6,$12400,4.16
LeBron James,SF,37.39,25.7,7.8,8.0,1.5,0.6,3.9,47.4,$10100,4.69
Karl-Anthony Towns,C,38.39,23.0,12.5,2.8,0.7,1.6,2.7,44.1,$9500,4.64
John Wall,PG,37.37,22.3,4.7,10.1,2.1,0.6,4.4,44.1,$9500,4.64
Chris Paul,PG,32.18,18.3,5,10.0,2.2,0.2,2.3,41.8,$9200,4.54
Damian Lillard,PG,36.51,25.8,4.6,6.3,0.8,0.2,2.9,39.9,$9000,4.43
Kevin Love,PF,34.32,22.4,11.3,2.1,1.0,0.4,2.2,39.7,$8100,4.9
Isaiah Thomas,PG,35.24,27.0,2.8,6.1,1.0,0.1,2.4,39.3,$8900,4.42
Kyrie Irving,PG,35.85,23.8,3.9,6.2,1.2,0.1,2.7,37.7,$8400,4.49
Marc Gasol,C,34.01,19.4,6.8,4.1,0.9,1.5,2.1,36.4,$8200,4.44
Kristaps Porzingis,PF,35.57,20.3,8.4,1.5,0.7,2.0,1.9,36.1,$7900,4.57
Carmelo Anthony,SF,35.53,22.8,6.3,3.4,1.0,0.3,2.0,36.1,$8000,4.51
C.J. McCollum,SG,35.88,23.8,3.9,4.0,1.1,0.5,2.5,35.2,$8700,4.04
Joel Embiid,C,28.54,20.2,7.6,2.1,0.8,2.3,3.6,35.1,$7500,4.68
Al Horford,C,32.56,16.0,7.3,4.1,0.6,2.0,1.7,34.4,$7400,4.65
DeAndre Jordan,C,33.38,12.4,13.8,0.9,0.6,1.8,1.7,33.4,$7500,4.45
Mike Conley,PG,32.26,18.4,3.5,6.2,1.3,0.4,2.1,33.2,$7200,4.61
Marcin Gortat,C,38.24,12.5,12.8,1.6,0.5,1.4,1.8,32.3,$6400,5.04
Nikola Vucevic,C,28.35,13.7,9.8,2.4,0.8,0.9,1.5,31.0,$6900,4.49
Andrew Wiggins,SF,38.34,22.3,4.3,2.5,0.8,0.3,2.5,30.9,$6300,4.91
Bradley Beal,SG,35.78,21.9,2.8,3.7,0.8,0.2,1.9,30.9,$6900,4.48
Gorgui Dieng,PF,37.08,12.7,9.3,2.3,1.2,1.4,1.9,30.6,$5500,5.57
Serge Ibaka,PF,32.67,16.2,7.9,1.2,0.5,1.6,1.4,30.3,$6700,4.52
Mason Plumlee,C,28.17,11.1,7.9,4.1,0.9,1.0,1.8,28.7,$6700,4.29
Zach Randolph,PF,26.17,15.1,8.5,1.9,0.7,0.2,1.4,28.6,$6000,4.76
Ricky Rubio,PG,34.29,8.7,4.4,8.4,2.0,0.1,2.4,28.4,$6000,4.73
Derrick Rose,PG,31.70,17.0,3.8,4.5,0.8,0.4,2.5,28.2,$6600,4.27
Avery Bradley,SG,32.28,16.4,5.8,2.3,1.2,0.3,1.8,28.0,$6700,4.18
Otto Porter,SF,34.46,13.8,6.2,1.6,1.7,0.6,0.9,27.3,$5900,4.63
Markieff Morris,PF,35.40,14.9,6.7,1.8,1.3,0.6,2.1,27.3,$5100,5.36
Steven Adams,C,31.59,12.7,8.1,1.3,1.2,1.2,1.9,27.3,$6000,4.55
Ersan Ilyasova,PF,30.79,15.8,7,1.7,0.6,0.4,1.5,27.3,$5900,4.62
Robert Covington,SF,34.16,12.4,6.8,1.8,2.0,1.0,2.3,27.0,$5500,4.9
Evan Fournier,SG,34.54,17.5,3.3,3.4,1.0,0.1,2.0,26.8,$5800,4.61
T.J. McConnell,PG,32.01,8.5,4.2,7.5,2.1,0.2,2.7,26.7,$5400,4.94
Elfrid Payton,PG,29.34,11.9,3.7,5.9,1.2,0.5,2.1,26.5,$5900,4.49
Victor Oladipo,SG,34.31,15.9,4.6,2.8,1.0,0.3,1.8,26.4,$5800,4.56
Trevor Ariza,SF,34.47,13.1,5.2,2.2,2.0,0.3,1.0,26.2,$5800,4.52
Patrick Beverley,PG,32.07,10.0,6.1,4.4,1.5,0.4,1.5,26.2,$6000,4.37
Jae Crowder,SF,34.21,13.8,5.1,2.3,1.3,0.4,1.3,25.5,$5000,5.09
Enes Kanter,PF,22.83,14.2,7,0.9,0.4,1.0,1.6,25.2,$5700,4.41
Nerlens Noel,PF,23.04,11.9,6,0.7,1.5,1.2,0.5,25.1,$4600,5.45
Montrezl Harrell,C,27.44,13.2,6.1,1.4,0.3,1.3,1.4,24.4,$4800,5.09
Al-Farouq Aminu,PF,33.12,8.9,7.7,2.5,1.3,0.8,1.7,24.4,$4600,5.3
Marcus Smart,PG,29.94,10.4,3.8,4.5,1.4,0.4,1.9,23.4,$5200,4.5
Tristan Thompson,C,28.84,7.6,10.1,0.8,0.6,1.0,0.9,23.2,$4900,4.74
Ryan Anderson,PF,31.72,14.1,5,1.2,0.6,0.4,0.9,23.0,$5200,4.42
J.J. Redick,SG,31.04,17.5,2.4,1.4,0.8,0.1,1.4,22.9,$4500,5.08
Austin Rivers,PG,32.40,14.3,2.4,3.0,1.1,0.1,1.6,22.5,$4400,5.11
Nemanja Bjelica,PF,28.84,10.8,5.8,1.8,1.0,0.4,1.6,21.7,$3500,6.19
Aaron Gordon,SF,28.19,11.8,4.8,1.8,0.8,0.5,1.3,21.6,$4600,4.69
Jamal Crawford,SG,29.21,14.3,1.9,3.0,0.8,0.2,1.8,21.3,$4000,5.32
JaMychal Green,PF,28.24,8.9,7.4,1.1,0.8,0.7,1.2,21.2,$4500,4.72
Tony Allen,SG,27.96,9.8,5.4,1.2,1.8,0.4,1.4,21.1,$4700,4.49
Maurice Harkless,SF,29.56,10.6,5,1.1,1.1,0.8,1.3,20.8,$4500,4.61
Evan Turner,SF,26.10,9.7,3.6,3.4,0.9,0.4,1.6,20.1,$4600,4.37
Courtney Lee,SG,33.42,11.2,3.3,1.9,1.0,0.3,1.0,19.6,$4200,4.67
Brandon Jennings,PG,23.75,8.4,2.7,5.2,0.9,0.1,1.9,19.5,$4900,3.99
Joakim Noah,C,22.18,5.2,7.8,2.1,0.6,0.9,1.2,19.5,$4800,4.06
Dario Saric,PF,24.19,9.6,5.9,1.6,0.5,0.3,1.8,18.9,$4200,4.5
Andre Roberson,SF,31.26,7.4,5,1.1,1.2,0.9,0.9,18.4,$3800,4.83
D.J. Augustin,PG,24.51,10.1,1.9,3.7,0.7,0.0,1.4,17.9,$3700,4.85
Amir Johnson,PF,21.71,6.9,5.2,1.7,0.6,0.8,1.0,17.5,$4100,4.27
Kelly Olynyk,C,20.04,8.3,4.1,1.8,0.8,0.5,1.3,17.2,$3700,4.65
Nik Stauskas,SG,27.10,10.2,2.7,2.3,0.5,0.4,1.6,17.1,$3700,4.62
Marreese Speights,PF,14.76,9.3,4.7,0.8,0.3,0.5,0.7,17.0,$4300,3.96
