Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Anthony Davis,PF,37.25,27.4,11.9,2.2,1.2,2.3,2.6,49.4,$11800,4.18
Kevin Durant,SF,35.95,27.1,8.8,4.4,1.2,1.5,2.6,47.1,$10300,4.57
Stephen Curry,PG,34.86,25.6,4.6,6.4,1.8,0.2,3.0,41.7,$9000,4.64
Kawhi Leonard,SF,33.22,24.2,6.1,3.4,1.9,0.8,2.0,40.0,$8700,4.6
Andre Drummond,C,34.14,16.3,14.3,1.2,1.5,1.4,2.2,38.9,$8200,4.74
Paul George,SF,36.39,22.8,6.3,3.7,1.8,0.4,3.2,37.1,$7800,4.76
Draymond Green,PF,34.38,12.1,8.7,7.3,1.9,1.2,2.6,37.1,$7800,4.76
Eric Bledsoe,PG,34.32,20.3,4.9,6.2,1.5,0.4,3.3,36.0,$8200,4.39
Carmelo Anthony,SF,35.20,21.8,5.9,3.4,1.0,0.4,2.0,34.8,$8000,4.35
Jeff Teague,PG,32.50,16.0,3.8,7.9,1.7,0.5,2.8,34.0,$8100,4.2
Kristaps Porzingis,PF,33.63,18.8,7.6,1.4,0.7,2.0,1.8,33.6,$7900,4.26
Nikola Jokic,PF,29.42,15.2,9.1,3.9,0.8,0.9,2.0,33.4,$7700,4.33
Dwyane Wade,SG,32.50,19.7,4.4,4.2,1.5,0.6,2.3,33.2,$6900,4.81
Brook Lopez,C,30.40,20.2,5.9,2.3,0.6,1.7,2.3,33.0,$7000,4.72
Jrue Holiday,PG,33.20,15.5,4,7.6,1.5,0.4,2.6,32.9,$6800,4.84
LaMarcus Aldridge,PF,32.31,18.5,7.8,2.0,0.6,1.1,1.5,32.8,$7600,4.31
Julius Randle,PF,33.22,15.0,9.7,3.7,0.9,0.6,2.8,32.4,$6600,4.91
Myles Turner,C,30.32,16.0,7.9,1.1,0.7,2.5,1.4,32.1,$7000,4.59
D'Angelo Russell,PG,32.54,17.7,4.4,5.5,1.4,0.3,3.1,31.5,$6400,4.93
Reggie Jackson,PG,33.64,19.3,2.6,6.1,0.9,0.1,3.0,30.6,$7000,4.37
Harrison Barnes,SF,36.31,20.2,5.6,1.6,0.9,0.3,1.4,30.3,$6900,4.39
Klay Thompson,SG,34.25,21.6,3.8,2.0,0.8,0.5,1.8,30.0,$6400,4.68
Pau Gasol,C,27.64,13.4,8.4,2.7,0.4,1.5,1.6,29.7,$6400,4.65
Dirk Nowitzki,PF,30.69,16.2,7.2,2.0,0.7,0.8,1.3,29.5,$5500,5.37
Tobias Harris,PF,35.74,17.8,6,2.0,0.8,0.6,1.7,29.1,$6000,4.85
Devin Booker,SG,35.74,20.1,3.2,3.4,1.1,0.2,2.8,28.8,$6100,4.73
Derrick Rose,PG,32.44,17.4,3.7,4.5,0.7,0.3,2.4,28.2,$6100,4.62
Wilson Chandler,SF,31.33,16.2,6.7,2.0,0.7,0.3,1.7,27.5,$5600,4.92
Kentavious Caldwell-Pope,SG,37.70,16.2,3.8,3.2,1.4,0.2,1.5,27.3,$5900,4.62
Danilo Gallinari,SF,33.58,17.0,5.1,2.0,0.8,0.3,1.5,26.8,$6000,4.47
Thaddeus Young,PF,33.22,13.3,6.8,1.8,1.6,0.5,1.7,26.7,$5400,4.94
Deron Williams,PG,31.05,14.0,2.8,6.8,0.7,0.1,2.6,26.6,$5900,4.5
Wesley Matthews,SG,35.93,15.0,3.4,2.2,1.3,0.3,1.4,24.2,$5300,4.56
Marcus Morris,SF,35.06,14.5,4.2,2.2,0.9,0.3,1.2,24.0,$4600,5.23
Trevor Booker,PF,25.04,9.3,7.9,2.0,1.3,0.5,1.8,23.6,$5400,4.37
