Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,37.04,29.1,9.5,11.1,1.8,0.3,5.5,55.9,$12600,4.43
Anthony Davis,PF,38.64,27.7,11.5,2.6,1.3,1.9,2.3,49.5,$11900,4.16
LeBron James,SF,36.64,25.8,7.2,7.2,1.5,0.6,3.7,45.7,$10000,4.57
Stephen Curry,PG,32.80,26.9,4.9,6.5,2.0,0.2,3.3,43.6,$9300,4.69
Kevin Durant,SF,33.22,25.9,7.5,4.2,1.1,1.2,2.6,43.2,$10000,4.32
Jimmy Butler,SF,37.39,26.1,6.3,4.9,1.7,0.4,2.5,42.7,$9000,4.75
Damian Lillard,PG,36.36,25.1,4.2,6.1,1.1,0.3,2.6,39.5,$9700,4.07
Karl-Anthony Towns,C,34.11,19.9,10.7,2.1,0.8,1.8,2.3,38.8,$8800,4.41
Kristaps Porzingis,PF,35.53,19.4,9.7,1.8,0.7,1.9,1.7,37.2,$8000,4.66
Paul Millsap,PF,32.97,17.3,8.8,3.5,1.8,1.3,2.4,36.9,$8300,4.45
Draymond Green,PF,32.19,12.1,8.7,6.9,1.8,1.4,2.6,36.7,$7800,4.7
Kevin Love,PF,32.12,19.8,10.1,2.0,0.9,0.5,1.9,35.8,$8000,4.48
Carmelo Anthony,SF,34.91,21.8,6.6,3.2,1.1,0.5,2.2,35.5,$7800,4.55
Dwyane Wade,SG,33.34,21.6,4.1,4.6,1.6,0.7,2.7,35.3,$7300,4.84
Jrue Holiday,PG,34.25,19.9,3.9,6.3,1.4,0.3,2.8,34.6,$7000,4.95
Kyrie Irving,PG,34.68,23.2,3.6,4.4,0.8,0.3,2.3,34.0,$7000,4.86
Rajon Rondo,PG,36.14,10.7,6.2,9.0,1.6,0.2,3.1,32.1,$6000,5.36
C.J. McCollum,SG,36.07,21.0,3.5,4.1,1.0,0.4,2.4,31.8,$7600,4.18
Eric Bledsoe,PG,31.67,17.5,4.7,5.5,1.4,0.3,3.1,31.7,$8500,3.73
Dwight Howard,C,31.53,11.7,11.8,1.3,1.0,1.8,2.3,31.1,$7600,4.09
Nikola Vucevic,C,28.74,14.0,9.5,2.2,0.7,0.9,1.6,30.3,$7000,4.33
Derrick Rose,PG,32.93,16.9,4.1,5.3,1.0,0.4,2.7,29.9,$6800,4.39
Mason Plumlee,C,30.06,10.9,8.9,4.3,0.9,1.1,2.2,29.8,$5900,5.06
Klay Thompson,SG,32.49,21.4,3.6,2.2,0.7,0.5,1.8,29.6,$6600,4.49
Dennis Schroder,PG,30.06,16.1,3.1,6.6,1.2,0.2,3.1,29.4,$6900,4.26
Zach LaVine,SG,37.60,19.9,3.3,3.6,0.9,0.2,2.2,29.3,$6200,4.72
Robin Lopez,C,30.88,13.0,9.4,0.9,0.4,2.1,1.4,29.2,$5100,5.73
