Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
James Harden,SG,38.84,30.4,7.3,8.2,1.9,0.3,4.2,51.7,$11700,4.42
Russell Westbrook,PG,36.98,26.3,7.9,10.4,1.7,0.3,4.7,50.7,$11600,4.37
Kawhi Leonard,SF,34.73,25.0,6.7,4.1,1.8,1.0,2.0,42.8,$8500,5.03
Anthony Davis,PF,36.51,22.0,11.7,1.9,1.1,1.8,2.4,42.3,$11500,3.68
Blake Griffin,PF,33.80,23.4,8.4,4.5,1.0,0.9,2.3,41.7,$8700,4.8
Chris Paul,PG,31.73,18.7,4,8.9,2.2,0.2,2.2,39.5,$9200,4.29
Paul George,SF,34.97,23.5,7,4.0,1.8,0.3,3.7,38.4,$8600,4.47
Carmelo Anthony,SF,35.37,22.3,7,4.2,0.8,0.5,2.4,37.2,$7800,4.77
Isaiah Thomas,PG,32.34,22.3,3.2,6.5,1.3,0.1,2.9,35.8,$8100,4.42
DeAndre Jordan,C,33.54,12.8,13,1.0,0.7,2.4,1.5,34.6,$6900,5.01
LaMarcus Aldridge,PF,32.28,19.4,8.6,1.4,0.7,1.3,1.6,34.2,$7200,4.75
Gordon Hayward,SF,36.11,21.6,5.2,3.8,0.8,0.3,2.5,33.2,$7700,4.32
Kristaps Porzingis,PF,32.02,16.6,8.5,1.2,0.8,2.1,1.8,32.6,$6800,4.79
Jeff Teague,PG,31.33,17.4,2.8,7.2,1.6,0.2,2.8,32.4,$6200,5.22
Hassan Whiteside,C,32.21,13.2,11.2,0.6,0.7,2.6,2.0,32.1,$8400,3.83
Derrick Favors,PF,32.54,16.2,7.9,1.4,1.1,1.7,1.7,31.7,$6800,4.66
Marc Gasol,C,32.16,16.0,7.4,3.2,0.8,1.3,2.3,31.6,$7100,4.45
Ryan Anderson,PF,34.77,18.8,7.4,1.6,0.7,0.3,1.5,30.6,$5100,6
Al Horford,C,30.25,14.5,6.7,3.0,0.6,1.7,1.2,30.4,$6700,4.54
Nikola Vucevic,C,28.68,15.0,8.3,2.5,0.8,0.7,1.6,30.1,$7100,4.24
Myles Turner,C,28.89,14.1,8,1.2,0.6,2.5,1.6,30.1,$6600,4.56
Rudy Gobert,C,31.81,10.1,11.3,1.4,0.7,2.2,1.7,29.9,$6600,4.52
Pau Gasol,C,28.81,13.7,8.6,2.1,0.4,1.5,1.7,29.3,$6000,4.88
Jose Juan Barea,PG,34.50,15.4,3.6,6.7,0.7,0.1,2.4,29.0,$5800,4.99
Tim Frazier,PG,32.06,12.2,3.6,6.8,1.7,0.2,2.8,27.7,$5500,5.04
Trevor Ariza,SF,35.82,14.3,4.7,2.3,2.2,0.3,1.3,27.1,$5000,5.42
Avery Bradley,SG,34.12,16.4,4.1,2.5,1.6,0.3,1.8,27.1,$7000,3.87
Ishmael Smith,PG,30.53,12.3,3.9,6.5,1.0,0.2,2.4,26.7,$5300,5.04
Rodney Hood,SG,34.24,17.3,3.9,2.7,0.8,0.3,1.6,26.6,$5300,5.02
Monta Ellis,SG,33.25,13.2,3.9,4.7,1.6,0.5,2.5,26.6,$5600,4.76
Sergio Rodriguez,PG,31.02,14.8,5.2,3.2,1.1,0.3,2.1,26.5,$5100,5.2
Eric Gordon,SG,32.02,16.5,3.6,3.1,1.1,0.3,1.8,26.5,$5300,4.99
Steven Adams,C,33.32,10.1,9.4,1.0,0.8,1.6,1.6,26.1,$5100,5.11
Marcus Smart,PG,33.57,12.7,4.1,3.7,1.8,0.4,1.7,25.9,$5100,5.07
Victor Oladipo,SG,33.63,15.6,4.2,3.4,0.9,0.3,2.3,25.8,$5400,4.79
