Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
James Harden,SG,37.56,27.8,7,10.4,1.3,0.4,5.0,50.2,$11100,4.52
Anthony Davis,PF,37.79,27.0,11.2,2.3,1.2,2.7,2.4,49.3,$11100,4.44
Giannis Antetokounmpo,SG,37.74,24.0,10,5.6,1.8,1.7,2.9,48.5,$10300,4.71
Karl-Anthony Towns,C,38.53,23.4,12.3,2.8,0.8,2.1,2.8,45.4,$9100,4.98
John Wall,PG,36.82,23.4,5.1,9.8,2.2,0.5,4.4,45.2,$10000,4.52
Kevin Durant,SF,33.61,25.4,8.1,4.3,1.1,1.5,2.6,44.2,$10000,4.42
Jimmy Butler,SF,38.06,25.9,6.5,4.8,1.8,0.4,2.4,42.9,$9000,4.77
Stephen Curry,PG,32.77,25.0,4.4,6.4,1.8,0.2,2.8,41.1,$8500,4.83
Paul George,SF,37.64,23.2,6.9,3.7,1.9,0.3,3.2,38.2,$7900,4.84
Carmelo Anthony,SF,35.67,23.2,6.6,3.4,0.9,0.4,2.1,36.7,$7500,4.9
Hassan Whiteside,C,33.85,16.0,13.1,0.7,0.7,2.3,2.1,36.7,$9200,3.99
Paul Millsap,PF,34.08,17.7,8.4,3.4,1.6,1.0,2.2,35.9,$7800,4.6
Andre Drummond,C,30.84,14.5,13.3,1.2,1.5,1.2,2.0,35.7,$7400,4.82
Draymond Green,PF,32.57,11.8,8.4,6.8,1.7,1.2,2.4,35.5,$7900,4.49
Isaiah Thomas,PG,33.34,23.3,2.5,6.0,1.0,0.2,2.3,35.4,$8400,4.21
Kristaps Porzingis,PF,35.37,19.9,8.2,1.5,0.7,2.0,2.0,35.4,$7500,4.72
Brook Lopez,C,31.29,20.7,6.9,2.4,0.7,1.8,2.4,35.2,$7800,4.51
Jeff Teague,PG,35.31,16.9,4,7.8,1.8,0.4,2.8,35.0,$7600,4.61
Al Horford,C,32.90,16.0,7.4,4.0,0.8,2.0,1.8,34.7,$7700,4.5
DeAndre Jordan,C,33.85,12.3,14.6,1.0,0.6,1.8,1.6,34.5,$7200,4.79
Marcin Gortat,C,38.16,13.1,12.8,1.9,0.6,1.5,1.5,34.0,$6200,5.49
Jrue Holiday,PG,34.31,17.6,3.9,7.0,1.4,0.4,2.5,33.9,$7000,4.84
Joel Embiid,C,28.44,18.4,7.7,1.9,0.8,2.3,3.3,33.4,$6800,4.91
